,ranking
769,417.0
770,418.0
771,419.0
772,420.0
773,421.0
774,422.0
775,423.0
776,424.0
777,425.0
794,426.0
778,427.0
780,428.0
783,429.0
784,430.0
785,431.0
786,432.0
787,433.0
788,434.0
789,435.0
790,436.0
791,437.0
792,438.0
779,439.0
442,440.0
600,441.0
440,442.0
150,443.0
151,444.0
152,445.0
153,446.0
154,447.0
155,448.0
156,449.0
157,450.0
158,451.0
159,452.0
160,453.0
161,454.0
162,455.0
163,456.0
164,457.0
165,458.0
166,459.0
167,460.0
168,461.0
169,462.0
170,463.0
171,464.0
172,465.0
173,466.0
174,467.0
149,468.0
175,469.0
148,470.0
146,471.0
122,472.0
123,473.0
124,474.0
125,475.0
126,476.0
127,477.0
128,478.0
441,479.0
129,480.0
130,481.0
131,482.0
132,483.0
133,484.0
134,485.0
135,486.0
136,487.0
137,488.0
138,489.0
139,490.0
140,491.0
141,492.0
142,493.0
143,494.0
144,495.0
145,496.0
147,497.0
176,498.0
177,499.0
178,500.0
213,501.0
214,502.0
215,503.0
216,504.0
217,505.0
218,506.0
219,507.0
220,508.0
221,509.0
222,510.0
223,511.0
224,512.0
225,513.0
226,514.0
227,515.0
228,516.0
229,517.0
230,518.0
231,519.0
232,520.0
233,521.0
234,522.0
235,523.0
236,524.0
237,525.0
212,526.0
211,527.0
210,528.0
209,529.0
179,530.0
180,531.0
181,532.0
182,533.0
183,534.0
184,535.0
185,536.0
186,537.0
187,538.0
188,539.0
189,540.0
190,541.0
121,542.0
191,543.0
193,544.0
195,545.0
199,546.0
200,547.0
201,548.0
202,549.0
203,550.0
204,551.0
205,552.0
206,553.0
207,554.0
208,555.0
192,556.0
120,557.0
119,558.0
118,559.0
34,560.0
35,561.0
36,562.0
37,563.0
38,564.0
39,565.0
40,566.0
41,567.0
42,568.0
43,569.0
44,570.0
45,571.0
46,572.0
47,573.0
48,574.0
49,575.0
50,576.0
51,577.0
52,578.0
53,579.0
54,580.0
55,581.0
56,582.0
57,583.0
58,584.0
33,585.0
32,586.0
31,587.0
30,588.0
2,589.0
4,590.0
5,591.0
6,592.0
7,593.0
8,594.0
9,595.0
10,596.0
11,597.0
12,598.0
13,599.0
14,600.0
59,601.0
15,602.0
17,603.0
19,604.0
20,605.0
21,606.0
22,607.0
23,608.0
24,609.0
25,610.0
26,611.0
27,612.0
28,613.0
29,614.0
16,615.0
238,616.0
60,617.0
62,618.0
93,619.0
94,620.0
95,621.0
96,622.0
97,623.0
98,624.0
99,625.0
100,626.0
101,627.0
102,628.0
103,629.0
104,630.0
105,631.0
106,632.0
107,633.0
108,634.0
109,635.0
110,636.0
111,637.0
112,638.0
113,639.0
114,640.0
115,641.0
116,642.0
117,643.0
92,644.0
91,645.0
90,646.0
89,647.0
63,648.0
64,649.0
65,650.0
66,651.0
67,652.0
68,653.0
69,654.0
70,655.0
71,656.0
72,657.0
73,658.0
74,659.0
61,660.0
75,661.0
77,662.0
78,663.0
79,664.0
80,665.0
81,666.0
82,667.0
83,668.0
84,669.0
85,670.0
86,671.0
87,672.0
88,673.0
76,674.0
240,675.0
1200,676.0
422,677.0
364,678.0
363,679.0
362,680.0
325,681.0
326,682.0
327,683.0
328,684.0
329,685.0
361,686.0
388,687.0
360,688.0
359,689.0
358,690.0
357,691.0
389,692.0
356,693.0
427,694.0
330,695.0
426,696.0
425,697.0
355,698.0
365,699.0
324,700.0
366,701.0
367,702.0
307,703.0
430,704.0
370,705.0
308,706.0
309,707.0
310,708.0
429,709.0
312,710.0
313,711.0
369,712.0
354,713.0
314,714.0
315,715.0
316,716.0
317,717.0
318,718.0
319,719.0
320,720.0
341,721.0
322,722.0
323,723.0
428,724.0
368,725.0
306,726.0
353,727.0
351,728.0
407,729.0
421,730.0
420,731.0
419,732.0
418,733.0
417,734.0
337,735.0
338,736.0
339,737.0
408,738.0
409,739.0
410,740.0
411,741.0
345,742.0
412,743.0
415,744.0
340,745.0
344,746.0
414,747.0
343,748.0
342,749.0
406,750.0
346,751.0
405,752.0
404,753.0
390,754.0
391,755.0
424,756.0
392,757.0
393,758.0
349,759.0
331,760.0
332,761.0
348,762.0
333,763.0
352,764.0
334,765.0
395,766.0
396,767.0
397,768.0
398,769.0
399,770.0
423,771.0
400,772.0
335,773.0
336,774.0
402,775.0
394,776.0
305,777.0
321,778.0
303,779.0
264,780.0
265,781.0
266,782.0
381,783.0
380,784.0
267,785.0
379,786.0
268,787.0
269,788.0
386,789.0
270,790.0
271,791.0
272,792.0
273,793.0
304,794.0
378,795.0
377,796.0
376,797.0
437,798.0
276,799.0
277,800.0
278,801.0
279,802.0
263,803.0
280,804.0
262,805.0
260,806.0
385,807.0
384,808.0
241,809.0
242,810.0
243,811.0
244,812.0
245,813.0
246,814.0
247,815.0
248,816.0
249,817.0
383,818.0
250,819.0
251,820.0
252,821.0
253,822.0
382,823.0
254,824.0
255,825.0
256,826.0
257,827.0
258,828.0
259,829.0
261,830.0
281,831.0
274,832.0
283,833.0
288,834.0
289,835.0
282,836.0
290,837.0
291,838.0
292,839.0
293,840.0
294,841.0
295,842.0
296,843.0
374,844.0
297,845.0
299,846.0
373,847.0
433,848.0
432,849.0
431,850.0
300,851.0
301,852.0
302,853.0
372,854.0
371,855.0
298,856.0
375,857.0
413,858.0
387,859.0
435,860.0
284,861.0
285,862.0
286,863.0
436,864.0
434,865.0
287,866.0
1104,867.0
1105,868.0
858,869.0
859,870.0
1174,871.0
899,872.0
827,873.0
416,874.0
1043,875.0
595,876.0
194,877.0
896,878.0
981,879.0
1153,880.0
863,881.0
1028,882.0
805,883.0
1187,884.0
1188,885.0
1137,886.0
1036,887.0
1033,888.0
914,889.0
931,890.0
1082,891.0
1046,892.0
1051,893.0
1141,894.0
1069,895.0
1068,896.0
1010,897.0
1173,898.0
935,899.0
1012,900.0
1151,901.0
898,902.0
1108,903.0
894,904.0
877,905.0
841,906.0
1152,907.0
1014,908.0
1115,909.0
1031,910.0
1156,911.0
197,912.0
804,913.0
1136,914.0
1155,915.0
826,916.0
1118,917.0
1050,918.0
1086,919.0
1072,920.0
1192,921.0
1191,922.0
902,923.0
596,924.0
1172,925.0
845,926.0
1032,927.0
809,928.0
968,929.0
1011,930.0
938,931.0
913,932.0
196,933.0
1049,934.0
876,935.0
1087,936.0
1067,937.0
1119,938.0
1035,939.0
1103,940.0
598,941.0
917,942.0
1085,943.0
825,944.0
830,945.0
861,946.0
1123,947.0
881,948.0
597,949.0
1177,950.0
866,951.0
1013,952.0
1140,953.0
844,954.0
1190,955.0
198,956.0
812,957.0
950,958.0
807,959.0
930,960.0
1018,961.0
865,962.0
920,963.0
848,964.0
1054,965.0
1144,966.0
1154,967.0
901,968.0
1122,969.0
897,970.0
1071,971.0
869,972.0
829,973.0
1176,974.0
934,975.0
1159,976.0
966,977.0
1034,978.0
880,979.0
904,980.0
811,981.0
840,982.0
916,983.0
1139,984.0
900,985.0
1175,986.0
864,987.0
1089,988.0
1017,989.0
949,990.0
912,991.0
967,992.0
1157,993.0
1121,994.0
1158,995.0
1106,996.0
833,997.0
1143,998.0
1090,999.0
970,1000.0
847,1001.0
808,1002.0
948,1003.0
937,1004.0
1107,1005.0
985,1006.0
1195,1007.0
986,1008.0
1180,1009.0
846,1010.0
905,1011.0
883,1012.0
828,1013.0
868,1014.0
836,1015.0
1194,1016.0
1126,1017.0
832,1018.0
971,1019.0
908,1020.0
1193,1021.0
953,1022.0
941,1023.0
887,1024.0
886,1025.0
843,1026.0
969,1027.0
879,1028.0
1070,1029.0
1125,1030.0
1142,1031.0
933,1032.0
1179,1033.0
952,1034.0
984,1035.0
1178,1036.0
1053,1037.0
956,1038.0
1016,1039.0
882,1040.0
903,1041.0
973,1042.0
974,1043.0
951,1044.0
831,1045.0
1088,1046.0
907,1047.0
977,1048.0
1052,1049.0
972,1050.0
906,1051.0
1197,1052.0
849,1053.0
940,1054.0
1124,1055.0
1198,1056.0
884,1057.0
936,1058.0
1196,1059.0
867,1060.0
1162,1061.0
403,1062.0
401,1063.0
1147,1064.0
3,1065.0
473,1066.0
456,1067.0
439,1068.0
455,1069.0
453,1070.0
475,1071.0
18,1072.0
677,1073.0
1055,1074.0
781,1075.0
311,1076.0
583,1077.0
802,1078.0
803,1079.0
565,1080.0
838,1081.0
839,1082.0
563,1083.0
857,1084.0
873,1085.0
891,1086.0
909,1087.0
910,1088.0
675,1089.0
602,1090.0
946,1091.0
603,1092.0
606,1093.0
678,1094.0
674,1095.0
673,1096.0
691,1097.0
711,1098.0
642,1099.0
275,1100.0
728,1101.0
621,1102.0
619,1103.0
746,1104.0
747,1105.0
748,1106.0
749,1107.0
763,1108.0
605,1109.0
547,1110.0
821,1111.0
350,1112.0
1003,1113.0
1002,1114.0
347,1115.0
988,1116.0
918,1117.0
915,1118.0
982,1119.0
1160,1120.0
955,1121.0
943,1122.0
976,1123.0
919,1124.0
992,1125.0
870,1126.0
1161,1127.0
926,1128.0
980,1129.0
810,1130.0
954,1131.0
872,1132.0
835,1133.0
989,1134.0
990,1135.0
979,1136.0
816,1137.0
987,1138.0
975,1139.0
801,1140.0
1019,1141.0
782,1142.0
604,1143.0
581,1144.0
620,1145.0
239,1146.0
438,1147.0
638,1148.0
640,1149.0
474,1150.0
710,1151.0
659,1152.0
1075,1153.0
745,1154.0
529,1155.0
510,1156.0
546,1157.0
871,1158.0
939,1159.0
961,1160.0
944,1161.0
815,1162.0
957,1163.0
813,1164.0
923,1165.0
959,1166.0
942,1167.0
834,1168.0
991,1169.0
921,1170.0
885,1171.0
922,1172.0
545,1173.0
874,1174.0
753,1175.0
1001,1176.0
814,1177.0
978,1178.0
960,1179.0
958,1180.0
818,1181.0
817,1182.0
851,1183.0
852,1184.0
850,1185.0
713,1186.0
853,1187.0
925,1188.0
889,1189.0
890,1190.0
995,1191.0
854,1192.0
962,1193.0
997,1194.0
994,1195.0
993,1196.0
888,1197.0
924,1198.0
996,1199.0
998,1200.0
