,ranking
1188,893.0
1079,894.0
649,895.0
1120,896.0
1155,897.0
712,898.0
475,899.0
581,900.0
1008,901.0
1083,902.0
1189,903.0
711,904.0
586,905.0
852,906.0
716,907.0
585,908.0
691,909.0
419,910.0
624,911.0
1116,912.0
822,913.0
1007,914.0
1115,915.0
1135,916.0
1010,917.0
767,918.0
1040,919.0
666,920.0
1004,921.0
609,922.0
756,923.0
878,924.0
685,925.0
1026,926.0
892,927.0
895,928.0
694,929.0
477,930.0
528,931.0
932,932.0
766,933.0
842,934.0
674,935.0
1166,936.0
864,937.0
659,938.0
682,939.0
1149,940.0
709,941.0
1150,942.0
656,943.0
772,944.0
729,945.0
676,946.0
1014,947.0
891,948.0
212,949.0
824,950.0
791,951.0
787,952.0
641,953.0
877,954.0
914,955.0
1095,956.0
1148,957.0
681,958.0
644,959.0
611,960.0
6,961.0
880,962.0
619,963.0
513,964.0
545,965.0
897,966.0
777,967.0
879,968.0
885,969.0
768,970.0
382,971.0
695,972.0
1044,973.0
612,974.0
935,975.0
934,976.0
713,977.0
837,978.0
1082,979.0
1117,980.0
1114,981.0
870,982.0
819,983.0
403,984.0
317,985.0
401,986.0
1078,987.0
1042,988.0
753,989.0
806,990.0
937,991.0
1186,992.0
721,993.0
600,994.0
790,995.0
754,996.0
677,997.0
510,998.0
840,999.0
758,1000.0
1094,1001.0
679,1002.0
800,1003.0
610,1004.0
736,1005.0
718,1006.0
799,1007.0
658,1008.0
603,1009.0
1043,1010.0
546,1011.0
804,1012.0
456,1013.0
604,1014.0
607,1015.0
820,1016.0
509,1017.0
715,1018.0
750,1019.0
1184,1020.0
639,1021.0
458,1022.0
928,1023.0
714,1024.0
841,1025.0
549,1026.0
1113,1027.0
1110,1028.0
1059,1029.0
601,1030.0
1074,1031.0
1196,1032.0
785,1033.0
801,1034.0
645,1035.0
1091,1036.0
792,1037.0
730,1038.0
944,1039.0
720,1040.0
747,1041.0
805,1042.0
921,1043.0
640,1044.0
855,1045.0
947,1046.0
735,1047.0
876,1048.0
474,1049.0
803,1050.0
858,1051.0
547,1052.0
602,1053.0
1080,1054.0
784,1055.0
906,1056.0
965,1057.0
911,1058.0
582,1059.0
873,1060.0
929,1061.0
786,1062.0
710,1063.0
917,1064.0
437,1065.0
678,1066.0
1058,1067.0
1129,1068.0
1127,1069.0
783,1070.0
1076,1071.0
1112,1072.0
1024,1073.0
1111,1074.0
839,1075.0
1109,1076.0
857,1077.0
931,1078.0
1093,1079.0
673,1080.0
748,1081.0
916,1082.0
755,1083.0
1022,1084.0
1130,1085.0
1200,1086.0
1060,1087.0
1164,1088.0
1056,1089.0
893,1090.0
1006,1091.0
1165,1092.0
675,1093.0
637,1094.0
752,1095.0
919,1096.0
968,1097.0
913,1098.0
875,1099.0
1075,1100.0
1128,1101.0
874,1102.0
749,1103.0
1055,1104.0
473,1105.0
1181,1106.0
910,1107.0
745,1108.0
1199,1109.0
1182,1110.0
1092,1111.0
838,1112.0
927,1113.0
583,1114.0
1145,1115.0
1163,1116.0
1038,1117.0
648,1118.0
915,1119.0
1021,1120.0
909,1121.0
802,1122.0
1146,1123.0
1073,1124.0
1057,1125.0
950,1126.0
1019,1127.0
925,1128.0
1039,1129.0
922,1130.0
1020,1131.0
1183,1132.0
1037,1133.0
939,1134.0
1001,1135.0
912,1136.0
930,1137.0
952,1138.0
946,1139.0
977,1140.0
970,1141.0
933,1142.0
971,1143.0
940,1144.0
955,1145.0
967,1146.0
964,1147.0
974,1148.0
936,1149.0
1002,1150.0
949,1151.0
959,1152.0
943,1153.0
926,1154.0
918,1155.0
973,1156.0
1003,1157.0
963,1158.0
888,1159.0
966,1160.0
953,1161.0
958,1162.0
969,1163.0
956,1164.0
976,1165.0
985,1166.0
983,1167.0
989,1168.0
980,1169.0
972,1170.0
992,1171.0
988,1172.0
962,1173.0
948,1174.0
1000,1175.0
924,1176.0
982,1177.0
954,1178.0
945,1179.0
999,1180.0
979,1181.0
995,1182.0
991,1183.0
986,1184.0
942,1185.0
961,1186.0
994,1187.0
951,1188.0
984,1189.0
975,1190.0
978,1191.0
990,1192.0
987,1193.0
981,1194.0
993,1195.0
957,1196.0
998,1197.0
960,1198.0
997,1199.0
996,1200.0
