,ranking
383,715.0
382,716.0
381,717.0
380,718.0
379,719.0
378,720.0
377,721.0
376,722.0
375,723.0
374,724.0
373,725.0
396,726.0
363,727.0
397,728.0
398,729.0
364,730.0
417,731.0
416,732.0
415,733.0
365,734.0
414,735.0
413,736.0
412,737.0
366,738.0
367,739.0
411,740.0
410,741.0
409,742.0
368,743.0
408,744.0
407,745.0
369,746.0
406,747.0
405,748.0
404,749.0
219,750.0
400,751.0
399,752.0
370,753.0
314,754.0
421,755.0
312,756.0
247,757.0
248,758.0
249,759.0
250,760.0
251,761.0
252,762.0
313,763.0
253,764.0
254,765.0
255,766.0
246,767.0
256,768.0
425,769.0
424,770.0
257,771.0
258,772.0
259,773.0
260,774.0
261,775.0
262,776.0
263,777.0
264,778.0
426,779.0
265,780.0
245,781.0
243,782.0
221,783.0
222,784.0
223,785.0
224,786.0
225,787.0
226,788.0
227,789.0
228,790.0
229,791.0
230,792.0
244,793.0
231,794.0
233,795.0
234,796.0
235,797.0
236,798.0
237,799.0
238,800.0
239,801.0
240,802.0
241,803.0
242,804.0
232,805.0
266,806.0
371,807.0
284,808.0
277,809.0
293,810.0
307,811.0
276,812.0
270,813.0
286,814.0
309,815.0
292,816.0
275,817.0
271,818.0
272,819.0
291,820.0
282,821.0
273,822.0
306,823.0
274,824.0
290,825.0
310,826.0
289,827.0
294,828.0
287,829.0
295,830.0
297,831.0
283,832.0
305,833.0
304,834.0
303,835.0
267,836.0
285,837.0
281,838.0
302,839.0
301,840.0
296,841.0
280,842.0
300,843.0
279,844.0
268,845.0
269,846.0
299,847.0
298,848.0
278,849.0
311,850.0
308,851.0
288,852.0
896,853.0
1099,854.0
845,855.0
1097,856.0
1028,857.0
1033,858.0
1066,859.0
1065,860.0
809,861.0
878,862.0
1110,863.0
827,864.0
1061,865.0
899,866.0
863,867.0
1149,868.0
1069,869.0
805,870.0
1135,871.0
822,872.0
1032,873.0
841,874.0
859,875.0
1101,876.0
1010,877.0
201,878.0
895,879.0
1079,880.0
1105,881.0
1117,882.0
808,883.0
1015,884.0
1083,885.0
1014,886.0
1047,887.0
1043,888.0
1186,889.0
1148,890.0
1166,891.0
877,892.0
1134,893.0
812,894.0
1185,895.0
826,896.0
830,897.0
1046,898.0
1153,899.0
1082,900.0
1116,901.0
1051,902.0
1064,903.0
829,904.0
1031,905.0
1138,906.0
1100,907.0
1184,908.0
1036,909.0
866,910.0
894,911.0
902,912.0
1171,913.0
848,914.0
825,915.0
1120,916.0
880,917.0
1087,918.0
1115,919.0
1013,920.0
1086,921.0
840,922.0
1050,923.0
1127,924.0
1137,925.0
862,926.0
898,927.0
1133,928.0
1119,929.0
811,930.0
1152,931.0
932,932.0
1170,933.0
833,934.0
1156,935.0
858,936.0
1068,937.0
1151,938.0
876,939.0
1085,940.0
1189,941.0
869,942.0
1072,943.0
1104,944.0
1136,945.0
1108,946.0
881,947.0
1188,948.0
1169,949.0
884,950.0
1174,951.0
865,952.0
1035,953.0
1118,954.0
844,955.0
1173,956.0
832,957.0
1155,958.0
1017,959.0
1154,960.0
931,961.0
620,962.0
1103,963.0
1018,964.0
1067,965.0
1141,966.0
901,967.0
1187,968.0
1192,969.0
847,970.0
914,971.0
1172,972.0
401,973.0
1123,974.0
905,975.0
1049,976.0
1090,977.0
828,978.0
1122,979.0
897,980.0
879,981.0
1071,982.0
1034,983.0
1054,984.0
861,985.0
851,986.0
202,987.0
815,988.0
1191,989.0
892,990.0
1140,991.0
639,992.0
887,993.0
807,994.0
1190,995.0
1053,996.0
850,997.0
857,998.0
1139,999.0
868,1000.0
1177,1001.0
814,1002.0
917,1003.0
935,1004.0
1107,1005.0
1128,1006.0
831,1007.0
804,1008.0
1089,1009.0
836,1010.0
864,1011.0
920,1012.0
1159,1013.0
1121,1014.0
1176,1015.0
838,1016.0
1158,1017.0
883,1018.0
843,1019.0
1016,1020.0
882,1021.0
1070,1022.0
908,1023.0
904,1024.0
835,1025.0
1052,1026.0
1126,1027.0
1157,1028.0
1195,1029.0
938,1030.0
886,1031.0
1144,1032.0
813,1033.0
1175,1034.0
1106,1035.0
934,1036.0
1088,1037.0
916,1038.0
1194,1039.0
872,1040.0
928,1041.0
867,1042.0
818,1043.0
1111,1044.0
1143,1045.0
1125,1046.0
1193,1047.0
810,1048.0
900,1049.0
890,1050.0
638,1051.0
1124,1052.0
854,1053.0
1180,1054.0
937,1055.0
403,1056.0
637,1057.0
923,1058.0
856,1059.0
903,1060.0
402,1061.0
817,1062.0
941,1063.0
1142,1064.0
1161,1065.0
1162,1066.0
674,1067.0
834,1068.0
839,1069.0
907,1070.0
853,1071.0
673,1072.0
1179,1073.0
871,1074.0
1198,1075.0
1178,1076.0
1160,1077.0
968,1078.0
619,1079.0
1129,1080.0
1109,1081.0
846,1082.0
816,1083.0
1197,1084.0
803,1085.0
889,1086.0
855,1087.0
919,1088.0
837,1089.0
621,1090.0
956,1091.0
940,1092.0
821,1093.0
1196,1094.0
910,1095.0
922,1096.0
971,1097.0
926,1098.0
974,1099.0
870,1100.0
802,1101.0
959,1102.0
953,1103.0
913,1104.0
950,1105.0
888,1106.0
977,1107.0
944,1108.0
906,1109.0
885,1110.0
936,1111.0
801,1112.0
601,1113.0
921,1114.0
891,1115.0
930,1116.0
1093,1117.0
947,1118.0
939,1119.0
849,1120.0
943,1121.0
915,1122.0
852,1123.0
912,1124.0
602,1125.0
1039,1126.0
933,1127.0
873,1128.0
1075,1129.0
965,1130.0
970,1131.0
925,1132.0
819,1133.0
1055,1134.0
1074,1135.0
820,1136.0
952,1137.0
927,1138.0
603,1139.0
1092,1140.0
955,1141.0
962,1142.0
967,1143.0
949,1144.0
918,1145.0
1021,1146.0
1091,1147.0
973,1148.0
942,1149.0
980,1150.0
958,1151.0
1057,1152.0
1056,1153.0
1073,1154.0
976,1155.0
1037,1156.0
924,1157.0
964,1158.0
989,1159.0
909,1160.0
1020,1161.0
1019,1162.0
1003,1163.0
1038,1164.0
966,1165.0
969,1166.0
975,1167.0
979,1168.0
961,1169.0
992,1170.0
1002,1171.0
972,1172.0
986,1173.0
963,1174.0
946,1175.0
954,1176.0
951,1177.0
1000,1178.0
998,1179.0
984,1180.0
948,1181.0
988,1182.0
957,1183.0
995,1184.0
985,1185.0
999,1186.0
1001,1187.0
983,1188.0
945,1189.0
960,1190.0
982,1191.0
997,1192.0
991,1193.0
994,1194.0
987,1195.0
978,1196.0
981,1197.0
996,1198.0
993,1199.0
990,1200.0
