,ranking
794,171.0
1063,172.0
368,173.0
1098,174.0
1046,175.0
726,176.0
136,177.0
132,178.0
859,179.0
1113,180.0
1130,181.0
1028,182.0
1173,183.0
555,184.0
1097,185.0
1133,186.0
1066,187.0
444,188.0
330,189.0
558,190.0
399,191.0
200,192.0
73,193.0
20,194.0
373,195.0
196,196.0
510,197.0
1137,198.0
841,199.0
175,200.0
1149,201.0
873,202.0
1080,203.0
569,204.0
292,205.0
793,206.0
80,207.0
374,208.0
755,209.0
1108,210.0
837,211.0
419,212.0
328,213.0
257,214.0
772,215.0
310,216.0
67,217.0
183,218.0
896,219.0
1100,220.0
1045,221.0
240,222.0
556,223.0
1096,224.0
1004,225.0
309,226.0
225,227.0
911,228.0
721,229.0
22,230.0
142,231.0
119,232.0
64,233.0
46,234.0
366,235.0
259,236.0
242,237.0
120,238.0
152,239.0
269,240.0
343,241.0
262,242.0
19,243.0
387,244.0
530,245.0
115,246.0
241,247.0
1011,248.0
845,249.0
857,250.0
1172,251.0
449,252.0
542,253.0
1040,254.0
898,255.0
865,256.0
1166,257.0
127,258.0
1153,259.0
227,260.0
52,261.0
303,262.0
238,263.0
1060,264.0
149,265.0
105,266.0
353,267.0
133,268.0
1095,269.0
53,270.0
55,271.0
965,272.0
106,273.0
83,274.0
16,275.0
97,276.0
321,277.0
56,278.0
256,279.0
301,280.0
315,281.0
50,282.0
1185,283.0
1141,284.0
1192,285.0
1018,286.0
1077,287.0
1006,288.0
594,289.0
579,290.0
1093,291.0
1112,292.0
331,293.0
76,294.0
112,295.0
244,296.0
110,297.0
211,298.0
840,299.0
938,300.0
81,301.0
143,302.0
226,303.0
139,304.0
385,305.0
167,306.0
1027,307.0
113,308.0
247,309.0
277,310.0
1047,311.0
1138,312.0
1117,313.0
1136,314.0
434,315.0
85,316.0
1101,317.0
914,318.0
1148,319.0
902,320.0
470,321.0
551,322.0
62,323.0
41,324.0
346,325.0
667,326.0
38,327.0
1107,328.0
285,329.0
5,330.0
1043,331.0
971,332.0
1171,333.0
828,334.0
427,335.0
571,336.0
91,337.0
1059,338.0
775,339.0
1103,340.0
809,341.0
131,342.0
96,343.0
222,344.0
559,345.0
141,346.0
703,347.0
576,348.0
648,349.0
640,350.0
709,351.0
27,352.0
1044,353.0
1184,354.0
861,355.0
443,356.0
856,357.0
202,358.0
730,359.0
160,360.0
258,361.0
164,362.0
573,363.0
177,364.0
356,365.0
738,366.0
506,367.0
724,368.0
502,369.0
927,370.0
1122,371.0
1127,372.0
802,373.0
819,374.0
197,375.0
158,376.0
63,377.0
568,378.0
65,379.0
1050,380.0
741,381.0
168,382.0
945,383.0
1064,384.0
1087,385.0
833,386.0
1042,387.0
674,388.0
30,389.0
138,390.0
275,391.0
801,392.0
1078,393.0
68,394.0
69,395.0
505,396.0
1131,397.0
1152,398.0
877,399.0
946,400.0
821,401.0
319,402.0
77,403.0
360,404.0
13,405.0
597,406.0
874,407.0
762,408.0
108,409.0
627,410.0
279,411.0
740,412.0
378,413.0
94,414.0
803,415.0
526,416.0
1041,417.0
595,418.0
596,419.0
825,420.0
195,421.0
1140,422.0
137,423.0
124,424.0
58,425.0
2,426.0
313,427.0
909,428.0
520,429.0
278,430.0
206,431.0
4,432.0
82,433.0
364,434.0
348,435.0
324,436.0
900,437.0
929,438.0
928,439.0
233,440.0
875,441.0
647,442.0
747,443.0
844,444.0
1010,445.0
333,446.0
533,447.0
501,448.0
1146,449.0
1147,450.0
480,451.0
725,452.0
40,453.0
264,454.0
367,455.0
268,456.0
391,457.0
109,458.0
129,459.0
329,460.0
335,461.0
270,462.0
95,463.0
220,464.0
61,465.0
128,466.0
181,467.0
823,468.0
550,469.0
216,470.0
318,471.0
248,472.0
208,473.0
912,474.0
1134,475.0
1038,476.0
967,477.0
1155,478.0
585,479.0
553,480.0
511,481.0
114,482.0
964,483.0
307,484.0
629,485.0
756,486.0
562,487.0
174,488.0
880,489.0
70,490.0
24,491.0
519,492.0
87,493.0
123,494.0
21,495.0
950,496.0
1123,497.0
657,498.0
18,499.0
766,500.0
215,501.0
92,502.0
913,503.0
706,504.0
171,505.0
651,506.0
894,507.0
1061,508.0
104,509.0
298,510.0
473,511.0
1181,512.0
274,513.0
17,514.0
59,515.0
536,516.0
66,517.0
28,518.0
694,519.0
626,520.0
824,521.0
1031,522.0
839,523.0
769,524.0
359,525.0
671,526.0
773,527.0
340,528.0
489,529.0
1154,530.0
266,531.0
273,532.0
534,533.0
300,534.0
36,535.0
541,536.0
322,537.0
548,538.0
739,539.0
207,540.0
305,541.0
622,542.0
899,543.0
535,544.0
949,545.0
876,546.0
1000,547.0
362,548.0
554,549.0
468,550.0
711,551.0
869,552.0
842,553.0
1177,554.0
466,555.0
966,556.0
1017,557.0
490,558.0
672,559.0
656,560.0
311,561.0
210,562.0
779,563.0
342,564.0
631,565.0
602,566.0
145,567.0
295,568.0
637,569.0
635,570.0
983,571.0
863,572.0
901,573.0
897,574.0
1118,575.0
475,576.0
616,577.0
60,578.0
763,579.0
575,580.0
422,581.0
689,582.0
608,583.0
402,584.0
412,585.0
862,586.0
1034,587.0
826,588.0
522,589.0
532,590.0
1110,591.0
463,592.0
218,593.0
336,594.0
693,595.0
843,596.0
88,597.0
718,598.0
251,599.0
439,600.0
317,601.0
39,602.0
284,603.0
574,604.0
1190,605.0
371,606.0
531,607.0
1187,608.0
696,609.0
750,610.0
673,611.0
516,612.0
45,613.0
308,614.0
255,615.0
99,616.0
617,617.0
893,618.0
304,619.0
289,620.0
681,621.0
704,622.0
1007,623.0
668,624.0
757,625.0
838,626.0
29,627.0
557,628.0
623,629.0
791,630.0
682,631.0
15,632.0
582,633.0
734,634.0
508,635.0
1015,636.0
74,637.0
34,638.0
460,639.0
98,640.0
678,641.0
217,642.0
440,643.0
452,644.0
246,645.0
186,646.0
351,647.0
1005,648.0
784,649.0
150,650.0
299,651.0
780,652.0
808,653.0
1021,654.0
866,655.0
484,656.0
625,657.0
630,658.0
604,659.0
125,660.0
382,661.0
1049,662.0
701,663.0
567,664.0
515,665.0
144,666.0
707,667.0
583,668.0
354,669.0
265,670.0
566,671.0
586,672.0
296,673.0
43,674.0
219,675.0
372,676.0
293,677.0
1120,678.0
690,679.0
229,680.0
204,681.0
86,682.0
400,683.0
118,684.0
383,685.0
276,686.0
166,687.0
1128,688.0
659,689.0
650,690.0
708,691.0
496,692.0
601,693.0
982,694.0
406,695.0
848,696.0
790,697.0
491,698.0
1182,699.0
33,700.0
239,701.0
1191,702.0
349,703.0
389,704.0
121,705.0
111,706.0
254,707.0
425,708.0
760,709.0
670,710.0
600,711.0
578,712.0
245,713.0
820,714.0
57,715.0
727,716.0
970,717.0
879,718.0
613,719.0
355,720.0
332,721.0
341,722.0
691,723.0
234,724.0
646,725.0
1200,726.0
464,727.0
705,728.0
655,729.0
1129,730.0
159,731.0
1086,732.0
581,733.0
864,734.0
302,735.0
528,736.0
338,737.0
804,738.0
712,739.0
286,740.0
454,741.0
1001,742.0
11,743.0
455,744.0
720,745.0
404,746.0
577,747.0
789,748.0
507,749.0
513,750.0
432,751.0
1002,752.0
12,753.0
1159,754.0
904,755.0
424,756.0
369,757.0
947,758.0
598,759.0
653,760.0
860,761.0
477,762.0
514,763.0
176,764.0
446,765.0
497,766.0
654,767.0
723,768.0
565,769.0
525,770.0
415,771.0
781,772.0
488,773.0
93,774.0
538,775.0
469,776.0
253,777.0
609,778.0
1033,779.0
1090,780.0
352,781.0
205,782.0
639,783.0
410,784.0
312,785.0
290,786.0
774,787.0
1082,788.0
619,789.0
500,790.0
892,791.0
564,792.0
560,793.0
788,794.0
442,795.0
713,796.0
792,797.0
287,798.0
752,799.0
102,800.0
584,801.0
916,802.0
729,803.0
768,804.0
1075,805.0
677,806.0
642,807.0
1073,808.0
450,809.0
90,810.0
448,811.0
524,812.0
326,813.0
632,814.0
84,815.0
474,816.0
615,817.0
3,818.0
37,819.0
620,820.0
770,821.0
543,822.0
1106,823.0
812,824.0
499,825.0
1069,826.0
699,827.0
732,828.0
686,829.0
1139,830.0
546,831.0
920,832.0
441,833.0
465,834.0
1163,835.0
261,836.0
611,837.0
722,838.0
327,839.0
537,840.0
165,841.0
438,842.0
325,843.0
429,844.0
162,845.0
209,846.0
832,847.0
643,848.0
479,849.0
1020,850.0
161,851.0
498,852.0
702,853.0
413,854.0
930,855.0
785,856.0
451,857.0
728,858.0
644,859.0
1183,860.0
495,861.0
420,862.0
1071,863.0
805,864.0
421,865.0
855,866.0
754,867.0
51,868.0
735,869.0
344,870.0
716,871.0
665,872.0
339,873.0
662,874.0
783,875.0
934,876.0
868,877.0
748,878.0
320,879.0
6,880.0
697,881.0
634,882.0
606,883.0
778,884.0
230,885.0
628,886.0
386,887.0
214,888.0
563,889.0
527,890.0
487,891.0
607,892.0
633,893.0
433,894.0
580,895.0
416,896.0
895,897.0
679,898.0
1109,899.0
430,900.0
78,901.0
272,902.0
1199,903.0
742,904.0
675,905.0
462,906.0
1070,907.0
881,908.0
423,909.0
884,910.0
887,911.0
1003,912.0
872,913.0
1072,914.0
1055,915.0
447,916.0
917,917.0
829,918.0
771,919.0
931,920.0
1013,921.0
523,922.0
610,923.0
521,924.0
561,925.0
715,926.0
347,927.0
878,928.0
710,929.0
337,930.0
89,931.0
687,932.0
603,933.0
198,934.0
1036,935.0
472,936.0
1144,937.0
493,938.0
1039,939.0
683,940.0
117,941.0
48,942.0
365,943.0
436,944.0
180,945.0
1176,946.0
999,947.0
456,948.0
428,949.0
212,950.0
236,951.0
1,952.0
764,953.0
986,954.0
905,955.0
641,956.0
799,957.0
1014,958.0
652,959.0
645,960.0
323,961.0
147,962.0
408,963.0
72,964.0
1158,965.0
815,966.0
685,967.0
213,968.0
614,969.0
445,970.0
787,971.0
401,972.0
745,973.0
1111,974.0
407,975.0
42,976.0
280,977.0
733,978.0
649,979.0
717,980.0
695,981.0
539,982.0
692,983.0
605,984.0
418,985.0
830,986.0
411,987.0
719,988.0
126,989.0
746,990.0
743,991.0
846,992.0
1092,993.0
782,994.0
941,995.0
660,996.0
676,997.0
431,998.0
529,999.0
1195,1000.0
435,1001.0
948,1002.0
765,1003.0
1145,1004.0
457,1005.0
1056,1006.0
751,1007.0
891,1008.0
700,1009.0
478,1010.0
883,1011.0
688,1012.0
492,1013.0
10,1014.0
953,1015.0
544,1016.0
882,1017.0
476,1018.0
1054,1019.0
426,1020.0
915,1021.0
767,1022.0
545,1023.0
744,1024.0
437,1025.0
1121,1026.0
1175,1027.0
503,1028.0
482,1029.0
540,1030.0
481,1031.0
731,1032.0
1165,1033.0
612,1034.0
850,1035.0
638,1036.0
933,1037.0
680,1038.0
509,1039.0
937,1040.0
79,1041.0
736,1042.0
847,1043.0
1085,1044.0
1074,1045.0
486,1046.0
417,1047.0
636,1048.0
827,1049.0
517,1050.0
483,1051.0
547,1052.0
203,1053.0
54,1054.0
664,1055.0
263,1056.0
698,1057.0
281,1058.0
459,1059.0
1019,1060.0
1052,1061.0
684,1062.0
409,1063.0
811,1064.0
618,1065.0
518,1066.0
485,1067.0
1037,1068.0
831,1069.0
1091,1070.0
800,1071.0
749,1072.0
549,1073.0
851,1074.0
753,1075.0
981,1076.0
75,1077.0
669,1078.0
314,1079.0
599,1080.0
836,1081.0
405,1082.0
807,1083.0
1164,1084.0
414,1085.0
985,1086.0
504,1087.0
621,1088.0
350,1089.0
249,1090.0
1053,1091.0
835,1092.0
969,1093.0
813,1094.0
1157,1095.0
624,1096.0
512,1097.0
1194,1098.0
737,1099.0
1057,1100.0
810,1101.0
1035,1102.0
974,1103.0
461,1104.0
818,1105.0
806,1106.0
984,1107.0
663,1108.0
471,1109.0
936,1110.0
867,1111.0
910,1112.0
467,1113.0
952,1114.0
903,1115.0
658,1116.0
814,1117.0
453,1118.0
908,1119.0
973,1120.0
661,1121.0
1016,1122.0
870,1123.0
1088,1124.0
956,1125.0
1089,1126.0
923,1127.0
886,1128.0
403,1129.0
951,1130.0
458,1131.0
890,1132.0
666,1133.0
940,1134.0
1143,1135.0
919,1136.0
1126,1137.0
992,1138.0
988,1139.0
1193,1140.0
817,1141.0
834,1142.0
987,1143.0
972,1144.0
871,1145.0
907,1146.0
1179,1147.0
849,1148.0
918,1149.0
1180,1150.0
989,1151.0
888,1152.0
889,1153.0
1125,1154.0
1162,1155.0
944,1156.0
885,1157.0
854,1158.0
922,1159.0
1124,1160.0
955,1161.0
1178,1162.0
1142,1163.0
977,1164.0
816,1165.0
939,1166.0
1197,1167.0
853,1168.0
1160,1169.0
959,1170.0
1161,1171.0
906,1172.0
976,1173.0
1198,1174.0
954,1175.0
991,1176.0
1196,1177.0
926,1178.0
990,1179.0
921,1180.0
852,1181.0
943,1182.0
942,1183.0
995,1184.0
980,1185.0
958,1186.0
994,1187.0
962,1188.0
979,1189.0
957,1190.0
975,1191.0
978,1192.0
960,1193.0
925,1194.0
993,1195.0
998,1196.0
924,1197.0
996,1198.0
961,1199.0
997,1200.0
