,iterations,mutation_rate,num_individuals,range_mutation,crossover_probability,Mutation_type,Crossover_type
782,1000000,2.0,100,0.01,0.6,Uniform,Probabilistic_crossover
783,1000000,2.0,100,0.01,0.7,Uniform,Probabilistic_crossover
784,1000000,2.0,100,0.25,0.5,Uniform,Probabilistic_crossover
785,1000000,2.0,100,0.25,0.6,Uniform,Probabilistic_crossover
786,1000000,2.0,100,0.25,0.7,Uniform,Probabilistic_crossover
787,1000000,2.0,100,0.55,0.5,Uniform,Probabilistic_crossover
788,1000000,2.0,100,0.55,0.6,Uniform,Probabilistic_crossover
789,1000000,2.0,100,0.55,0.7,Uniform,Probabilistic_crossover
790,1000000,2.0,100,0.9,0.5,Uniform,Probabilistic_crossover
791,1000000,2.0,100,0.9,0.6,Uniform,Probabilistic_crossover
792,1000000,2.0,100,0.9,0.7,Uniform,Probabilistic_crossover
793,1000000,2.0,100,2.0,0.5,Uniform,Probabilistic_crossover
794,1000000,2.0,100,2.0,0.6,Uniform,Probabilistic_crossover
795,1000000,2.0,100,2.0,0.7,Uniform,Probabilistic_crossover
796,1000000,2.0,100,5.0,0.5,Uniform,Probabilistic_crossover
797,1000000,2.0,100,5.0,0.6,Uniform,Probabilistic_crossover
798,1000000,2.0,100,5.0,0.7,Uniform,Probabilistic_crossover
799,1000000,2.0,200,0.01,0.5,Uniform,Probabilistic_crossover
800,1000000,2.0,200,0.01,0.6,Uniform,Probabilistic_crossover
801,1000000,0.1,100,0.01,0.5,Normal,Singe_point_crossover
802,1000000,0.1,100,0.01,0.6,Normal,Singe_point_crossover
803,1000000,0.1,100,0.01,0.7,Normal,Singe_point_crossover
804,1000000,0.1,100,0.25,0.5,Normal,Singe_point_crossover
805,1000000,0.1,100,0.25,0.6,Normal,Singe_point_crossover
806,1000000,0.1,100,0.25,0.7,Normal,Singe_point_crossover
807,1000000,0.1,100,0.55,0.5,Normal,Singe_point_crossover
808,1000000,0.1,100,0.55,0.6,Normal,Singe_point_crossover
809,1000000,0.1,100,0.55,0.7,Normal,Singe_point_crossover
810,1000000,0.1,100,0.9,0.5,Normal,Singe_point_crossover
811,1000000,0.1,100,0.9,0.6,Normal,Singe_point_crossover
812,1000000,0.1,100,0.9,0.7,Normal,Singe_point_crossover
813,1000000,0.1,100,2.0,0.5,Normal,Singe_point_crossover
814,1000000,0.1,100,2.0,0.6,Normal,Singe_point_crossover
815,1000000,0.1,100,2.0,0.7,Normal,Singe_point_crossover
816,1000000,0.1,100,5.0,0.5,Normal,Singe_point_crossover
817,1000000,0.1,100,5.0,0.6,Normal,Singe_point_crossover
818,1000000,0.1,100,5.0,0.7,Normal,Singe_point_crossover
819,1000000,0.1,200,0.01,0.5,Normal,Singe_point_crossover
820,1000000,0.1,200,0.01,0.6,Normal,Singe_point_crossover
821,1000000,0.1,200,0.01,0.7,Normal,Singe_point_crossover
822,1000000,0.1,200,0.25,0.5,Normal,Singe_point_crossover
823,1000000,0.1,200,0.25,0.6,Normal,Singe_point_crossover
824,1000000,0.1,200,0.25,0.7,Normal,Singe_point_crossover
825,1000000,0.1,200,0.55,0.5,Normal,Singe_point_crossover
826,1000000,0.1,200,0.55,0.6,Normal,Singe_point_crossover
827,1000000,0.1,200,0.55,0.7,Normal,Singe_point_crossover
828,1000000,0.1,200,0.9,0.5,Normal,Singe_point_crossover
829,1000000,0.1,200,0.9,0.6,Normal,Singe_point_crossover
830,1000000,0.1,200,0.9,0.7,Normal,Singe_point_crossover
831,1000000,0.1,200,2.0,0.5,Normal,Singe_point_crossover
832,1000000,0.1,200,2.0,0.6,Normal,Singe_point_crossover
833,1000000,0.1,200,2.0,0.7,Normal,Singe_point_crossover
834,1000000,0.1,200,5.0,0.5,Normal,Singe_point_crossover
835,1000000,0.1,200,5.0,0.6,Normal,Singe_point_crossover
836,1000000,0.1,200,5.0,0.7,Normal,Singe_point_crossover
837,1000000,0.18,100,0.01,0.5,Normal,Singe_point_crossover
838,1000000,0.18,100,0.01,0.6,Normal,Singe_point_crossover
839,1000000,0.18,100,0.01,0.7,Normal,Singe_point_crossover
840,1000000,0.18,100,0.25,0.5,Normal,Singe_point_crossover
841,1000000,0.18,100,0.25,0.6,Normal,Singe_point_crossover
842,1000000,0.18,100,0.25,0.7,Normal,Singe_point_crossover
843,1000000,0.18,100,0.55,0.5,Normal,Singe_point_crossover
844,1000000,0.18,100,0.55,0.6,Normal,Singe_point_crossover
845,1000000,0.18,100,0.55,0.7,Normal,Singe_point_crossover
846,1000000,0.18,100,0.9,0.5,Normal,Singe_point_crossover
847,1000000,0.18,100,0.9,0.6,Normal,Singe_point_crossover
848,1000000,0.18,100,0.9,0.7,Normal,Singe_point_crossover
849,1000000,0.18,100,2.0,0.5,Normal,Singe_point_crossover
850,1000000,0.18,100,2.0,0.6,Normal,Singe_point_crossover
851,1000000,0.18,100,2.0,0.7,Normal,Singe_point_crossover
852,1000000,0.18,100,5.0,0.5,Normal,Singe_point_crossover
853,1000000,0.18,100,5.0,0.6,Normal,Singe_point_crossover
854,1000000,0.18,100,5.0,0.7,Normal,Singe_point_crossover
855,1000000,0.18,200,0.01,0.5,Normal,Singe_point_crossover
856,1000000,0.18,200,0.01,0.6,Normal,Singe_point_crossover
857,1000000,0.18,200,0.01,0.7,Normal,Singe_point_crossover
858,1000000,0.18,200,0.25,0.5,Normal,Singe_point_crossover
859,1000000,0.18,200,0.25,0.6,Normal,Singe_point_crossover
860,1000000,0.18,200,0.25,0.7,Normal,Singe_point_crossover
861,1000000,0.18,200,0.55,0.5,Normal,Singe_point_crossover
862,1000000,0.18,200,0.55,0.6,Normal,Singe_point_crossover
863,1000000,0.18,200,0.55,0.7,Normal,Singe_point_crossover
864,1000000,0.18,200,0.9,0.5,Normal,Singe_point_crossover
865,1000000,0.18,200,0.9,0.6,Normal,Singe_point_crossover
866,1000000,0.18,200,0.9,0.7,Normal,Singe_point_crossover
867,1000000,0.18,200,2.0,0.5,Normal,Singe_point_crossover
868,1000000,0.18,200,2.0,0.6,Normal,Singe_point_crossover
869,1000000,0.18,200,2.0,0.7,Normal,Singe_point_crossover
870,1000000,0.18,200,5.0,0.5,Normal,Singe_point_crossover
871,1000000,0.18,200,5.0,0.6,Normal,Singe_point_crossover
872,1000000,0.18,200,5.0,0.7,Normal,Singe_point_crossover
873,1000000,0.2,100,0.01,0.5,Normal,Singe_point_crossover
874,1000000,0.2,100,0.01,0.6,Normal,Singe_point_crossover
875,1000000,0.2,100,0.01,0.7,Normal,Singe_point_crossover
876,1000000,0.2,100,0.25,0.5,Normal,Singe_point_crossover
877,1000000,0.2,100,0.25,0.6,Normal,Singe_point_crossover
878,1000000,0.2,100,0.25,0.7,Normal,Singe_point_crossover
879,1000000,0.2,100,0.55,0.5,Normal,Singe_point_crossover
880,1000000,0.2,100,0.55,0.6,Normal,Singe_point_crossover
881,1000000,0.2,100,0.55,0.7,Normal,Singe_point_crossover
882,1000000,0.2,100,0.9,0.5,Normal,Singe_point_crossover
883,1000000,0.2,100,0.9,0.6,Normal,Singe_point_crossover
884,1000000,0.2,100,0.9,0.7,Normal,Singe_point_crossover
885,1000000,0.2,100,2.0,0.5,Normal,Singe_point_crossover
886,1000000,0.2,100,2.0,0.6,Normal,Singe_point_crossover
887,1000000,0.2,100,2.0,0.7,Normal,Singe_point_crossover
888,1000000,0.2,100,5.0,0.5,Normal,Singe_point_crossover
889,1000000,0.2,100,5.0,0.6,Normal,Singe_point_crossover
890,1000000,0.2,100,5.0,0.7,Normal,Singe_point_crossover
891,1000000,0.2,200,0.01,0.5,Normal,Singe_point_crossover
892,1000000,0.2,200,0.01,0.6,Normal,Singe_point_crossover
893,1000000,0.2,200,0.01,0.7,Normal,Singe_point_crossover
894,1000000,0.2,200,0.25,0.5,Normal,Singe_point_crossover
895,1000000,0.2,200,0.25,0.6,Normal,Singe_point_crossover
896,1000000,0.2,200,0.25,0.7,Normal,Singe_point_crossover
897,1000000,0.2,200,0.55,0.5,Normal,Singe_point_crossover
898,1000000,0.2,200,0.55,0.6,Normal,Singe_point_crossover
899,1000000,0.2,200,0.55,0.7,Normal,Singe_point_crossover
900,1000000,0.2,200,0.9,0.5,Normal,Singe_point_crossover
901,1000000,0.2,200,0.9,0.6,Normal,Singe_point_crossover
902,1000000,0.2,200,0.9,0.7,Normal,Singe_point_crossover
903,1000000,0.2,200,2.0,0.5,Normal,Singe_point_crossover
904,1000000,0.2,200,2.0,0.6,Normal,Singe_point_crossover
905,1000000,0.2,200,2.0,0.7,Normal,Singe_point_crossover
906,1000000,0.2,200,5.0,0.5,Normal,Singe_point_crossover
907,1000000,0.2,200,5.0,0.6,Normal,Singe_point_crossover
908,1000000,0.2,200,5.0,0.7,Normal,Singe_point_crossover
909,1000000,0.5,100,0.01,0.5,Normal,Singe_point_crossover
910,1000000,0.5,100,0.01,0.6,Normal,Singe_point_crossover
911,1000000,0.5,100,0.01,0.7,Normal,Singe_point_crossover
912,1000000,0.5,100,0.25,0.5,Normal,Singe_point_crossover
913,1000000,0.5,100,0.25,0.6,Normal,Singe_point_crossover
914,1000000,0.5,100,0.25,0.7,Normal,Singe_point_crossover
915,1000000,0.5,100,0.55,0.5,Normal,Singe_point_crossover
916,1000000,0.5,100,0.55,0.6,Normal,Singe_point_crossover
917,1000000,0.5,100,0.55,0.7,Normal,Singe_point_crossover
918,1000000,0.5,100,0.9,0.5,Normal,Singe_point_crossover
919,1000000,0.5,100,0.9,0.6,Normal,Singe_point_crossover
920,1000000,0.5,100,0.9,0.7,Normal,Singe_point_crossover
921,1000000,0.5,100,2.0,0.5,Normal,Singe_point_crossover
922,1000000,0.5,100,2.0,0.6,Normal,Singe_point_crossover
923,1000000,0.5,100,2.0,0.7,Normal,Singe_point_crossover
924,1000000,0.5,100,5.0,0.5,Normal,Singe_point_crossover
925,1000000,0.5,100,5.0,0.6,Normal,Singe_point_crossover
926,1000000,0.5,100,5.0,0.7,Normal,Singe_point_crossover
927,1000000,0.5,200,0.01,0.5,Normal,Singe_point_crossover
928,1000000,0.5,200,0.01,0.6,Normal,Singe_point_crossover
929,1000000,0.5,200,0.01,0.7,Normal,Singe_point_crossover
930,1000000,0.5,200,0.25,0.5,Normal,Singe_point_crossover
931,1000000,0.5,200,0.25,0.6,Normal,Singe_point_crossover
932,1000000,0.5,200,0.25,0.7,Normal,Singe_point_crossover
933,1000000,0.5,200,0.55,0.5,Normal,Singe_point_crossover
934,1000000,0.5,200,0.55,0.6,Normal,Singe_point_crossover
935,1000000,0.5,200,0.55,0.7,Normal,Singe_point_crossover
936,1000000,0.5,200,0.9,0.5,Normal,Singe_point_crossover
937,1000000,0.5,200,0.9,0.6,Normal,Singe_point_crossover
938,1000000,0.5,200,0.9,0.7,Normal,Singe_point_crossover
939,1000000,0.5,200,2.0,0.5,Normal,Singe_point_crossover
940,1000000,0.5,200,2.0,0.6,Normal,Singe_point_crossover
941,1000000,0.5,200,2.0,0.7,Normal,Singe_point_crossover
942,1000000,0.5,200,5.0,0.5,Normal,Singe_point_crossover
943,1000000,0.5,200,5.0,0.6,Normal,Singe_point_crossover
944,1000000,0.5,200,5.0,0.7,Normal,Singe_point_crossover
945,1000000,1.0,100,0.01,0.5,Normal,Singe_point_crossover
946,1000000,1.0,100,0.01,0.6,Normal,Singe_point_crossover
947,1000000,1.0,100,0.01,0.7,Normal,Singe_point_crossover
948,1000000,1.0,100,0.25,0.5,Normal,Singe_point_crossover
949,1000000,1.0,100,0.25,0.6,Normal,Singe_point_crossover
950,1000000,1.0,100,0.25,0.7,Normal,Singe_point_crossover
951,1000000,1.0,100,0.55,0.5,Normal,Singe_point_crossover
952,1000000,1.0,100,0.55,0.6,Normal,Singe_point_crossover
953,1000000,1.0,100,0.55,0.7,Normal,Singe_point_crossover
954,1000000,1.0,100,0.9,0.5,Normal,Singe_point_crossover
955,1000000,1.0,100,0.9,0.6,Normal,Singe_point_crossover
956,1000000,1.0,100,0.9,0.7,Normal,Singe_point_crossover
957,1000000,1.0,100,2.0,0.5,Normal,Singe_point_crossover
958,1000000,1.0,100,2.0,0.6,Normal,Singe_point_crossover
959,1000000,1.0,100,2.0,0.7,Normal,Singe_point_crossover
960,1000000,1.0,100,5.0,0.5,Normal,Singe_point_crossover
961,1000000,1.0,100,5.0,0.6,Normal,Singe_point_crossover
962,1000000,1.0,100,5.0,0.7,Normal,Singe_point_crossover
963,1000000,1.0,200,0.01,0.5,Normal,Singe_point_crossover
964,1000000,1.0,200,0.01,0.6,Normal,Singe_point_crossover
965,1000000,1.0,200,0.01,0.7,Normal,Singe_point_crossover
966,1000000,1.0,200,0.25,0.5,Normal,Singe_point_crossover
967,1000000,1.0,200,0.25,0.6,Normal,Singe_point_crossover
968,1000000,1.0,200,0.25,0.7,Normal,Singe_point_crossover
969,1000000,1.0,200,0.55,0.5,Normal,Singe_point_crossover
970,1000000,1.0,200,0.55,0.6,Normal,Singe_point_crossover
971,1000000,1.0,200,0.55,0.7,Normal,Singe_point_crossover
972,1000000,1.0,200,0.9,0.5,Normal,Singe_point_crossover
973,1000000,1.0,200,0.9,0.6,Normal,Singe_point_crossover
974,1000000,1.0,200,0.9,0.7,Normal,Singe_point_crossover
975,1000000,1.0,200,2.0,0.5,Normal,Singe_point_crossover
976,1000000,1.0,200,2.0,0.6,Normal,Singe_point_crossover
977,1000000,1.0,200,2.0,0.7,Normal,Singe_point_crossover
978,1000000,1.0,200,5.0,0.5,Normal,Singe_point_crossover
979,1000000,1.0,200,5.0,0.6,Normal,Singe_point_crossover
980,1000000,1.0,200,5.0,0.7,Normal,Singe_point_crossover
981,1000000,2.0,100,0.01,0.5,Normal,Singe_point_crossover
982,1000000,2.0,100,0.01,0.6,Normal,Singe_point_crossover
983,1000000,2.0,100,0.01,0.7,Normal,Singe_point_crossover
984,1000000,2.0,100,0.25,0.5,Normal,Singe_point_crossover
985,1000000,2.0,100,0.25,0.6,Normal,Singe_point_crossover
986,1000000,2.0,100,0.25,0.7,Normal,Singe_point_crossover
987,1000000,2.0,100,0.55,0.5,Normal,Singe_point_crossover
988,1000000,2.0,100,0.55,0.6,Normal,Singe_point_crossover
989,1000000,2.0,100,0.55,0.7,Normal,Singe_point_crossover
990,1000000,2.0,100,0.9,0.5,Normal,Singe_point_crossover
991,1000000,2.0,100,0.9,0.6,Normal,Singe_point_crossover
992,1000000,2.0,100,0.9,0.7,Normal,Singe_point_crossover
993,1000000,2.0,100,2.0,0.5,Normal,Singe_point_crossover
994,1000000,2.0,100,2.0,0.6,Normal,Singe_point_crossover
995,1000000,2.0,100,2.0,0.7,Normal,Singe_point_crossover
996,1000000,2.0,100,5.0,0.5,Normal,Singe_point_crossover
997,1000000,2.0,100,5.0,0.6,Normal,Singe_point_crossover
998,1000000,2.0,100,5.0,0.7,Normal,Singe_point_crossover
999,1000000,2.0,200,0.01,0.5,Normal,Singe_point_crossover
1000,1000000,2.0,200,0.01,0.6,Normal,Singe_point_crossover
1001,1000000,0.1,100,0.01,0.5,Uniform,Singe_point_crossover
1002,1000000,0.1,100,0.01,0.6,Uniform,Singe_point_crossover
1003,1000000,0.1,100,0.01,0.7,Uniform,Singe_point_crossover
1004,1000000,0.1,100,0.25,0.5,Uniform,Singe_point_crossover
1005,1000000,0.1,100,0.25,0.6,Uniform,Singe_point_crossover
1006,1000000,0.1,100,0.25,0.7,Uniform,Singe_point_crossover
1007,1000000,0.1,100,0.55,0.5,Uniform,Singe_point_crossover
1008,1000000,0.1,100,0.55,0.6,Uniform,Singe_point_crossover
1009,1000000,0.1,100,0.55,0.7,Uniform,Singe_point_crossover
1010,1000000,0.1,100,0.9,0.5,Uniform,Singe_point_crossover
1011,1000000,0.1,100,0.9,0.6,Uniform,Singe_point_crossover
1012,1000000,0.1,100,0.9,0.7,Uniform,Singe_point_crossover
1013,1000000,0.1,100,2.0,0.5,Uniform,Singe_point_crossover
1014,1000000,0.1,100,2.0,0.6,Uniform,Singe_point_crossover
1015,1000000,0.1,100,2.0,0.7,Uniform,Singe_point_crossover
1016,1000000,0.1,100,5.0,0.5,Uniform,Singe_point_crossover
1017,1000000,0.1,100,5.0,0.6,Uniform,Singe_point_crossover
1018,1000000,0.1,100,5.0,0.7,Uniform,Singe_point_crossover
1019,1000000,0.1,200,0.01,0.5,Uniform,Singe_point_crossover
1020,1000000,0.1,200,0.01,0.6,Uniform,Singe_point_crossover
1021,1000000,0.1,200,0.01,0.7,Uniform,Singe_point_crossover
1022,1000000,0.1,200,0.25,0.5,Uniform,Singe_point_crossover
1023,1000000,0.1,200,0.25,0.6,Uniform,Singe_point_crossover
1024,1000000,0.1,200,0.25,0.7,Uniform,Singe_point_crossover
1025,1000000,0.1,200,0.55,0.5,Uniform,Singe_point_crossover
1026,1000000,0.1,200,0.55,0.6,Uniform,Singe_point_crossover
1027,1000000,0.1,200,0.55,0.7,Uniform,Singe_point_crossover
1028,1000000,0.1,200,0.9,0.5,Uniform,Singe_point_crossover
1029,1000000,0.1,200,0.9,0.6,Uniform,Singe_point_crossover
1030,1000000,0.1,200,0.9,0.7,Uniform,Singe_point_crossover
1031,1000000,0.1,200,2.0,0.5,Uniform,Singe_point_crossover
1032,1000000,0.1,200,2.0,0.6,Uniform,Singe_point_crossover
1033,1000000,0.1,200,2.0,0.7,Uniform,Singe_point_crossover
1034,1000000,0.1,200,5.0,0.5,Uniform,Singe_point_crossover
1035,1000000,0.1,200,5.0,0.6,Uniform,Singe_point_crossover
1036,1000000,0.1,200,5.0,0.7,Uniform,Singe_point_crossover
1037,1000000,0.18,100,0.01,0.5,Uniform,Singe_point_crossover
1038,1000000,0.18,100,0.01,0.6,Uniform,Singe_point_crossover
1039,1000000,0.18,100,0.01,0.7,Uniform,Singe_point_crossover
1040,1000000,0.18,100,0.25,0.5,Uniform,Singe_point_crossover
1041,1000000,0.18,100,0.25,0.6,Uniform,Singe_point_crossover
1042,1000000,0.18,100,0.25,0.7,Uniform,Singe_point_crossover
1043,1000000,0.18,100,0.55,0.5,Uniform,Singe_point_crossover
1044,1000000,0.18,100,0.55,0.6,Uniform,Singe_point_crossover
1045,1000000,0.18,100,0.55,0.7,Uniform,Singe_point_crossover
1046,1000000,0.18,100,0.9,0.5,Uniform,Singe_point_crossover
1047,1000000,0.18,100,0.9,0.6,Uniform,Singe_point_crossover
1048,1000000,0.18,100,0.9,0.7,Uniform,Singe_point_crossover
1049,1000000,0.18,100,2.0,0.5,Uniform,Singe_point_crossover
1050,1000000,0.18,100,2.0,0.6,Uniform,Singe_point_crossover
1051,1000000,0.18,100,2.0,0.7,Uniform,Singe_point_crossover
1052,1000000,0.18,100,5.0,0.5,Uniform,Singe_point_crossover
1053,1000000,0.18,100,5.0,0.6,Uniform,Singe_point_crossover
1054,1000000,0.18,100,5.0,0.7,Uniform,Singe_point_crossover
1055,1000000,0.18,200,0.01,0.5,Uniform,Singe_point_crossover
1056,1000000,0.18,200,0.01,0.6,Uniform,Singe_point_crossover
1057,1000000,0.18,200,0.01,0.7,Uniform,Singe_point_crossover
1058,1000000,0.18,200,0.25,0.5,Uniform,Singe_point_crossover
1059,1000000,0.18,200,0.25,0.6,Uniform,Singe_point_crossover
1060,1000000,0.18,200,0.25,0.7,Uniform,Singe_point_crossover
1061,1000000,0.18,200,0.55,0.5,Uniform,Singe_point_crossover
1062,1000000,0.18,200,0.55,0.6,Uniform,Singe_point_crossover
1063,1000000,0.18,200,0.55,0.7,Uniform,Singe_point_crossover
1064,1000000,0.18,200,0.9,0.5,Uniform,Singe_point_crossover
1065,1000000,0.18,200,0.9,0.6,Uniform,Singe_point_crossover
1066,1000000,0.18,200,0.9,0.7,Uniform,Singe_point_crossover
1067,1000000,0.18,200,2.0,0.5,Uniform,Singe_point_crossover
1068,1000000,0.18,200,2.0,0.6,Uniform,Singe_point_crossover
1069,1000000,0.18,200,2.0,0.7,Uniform,Singe_point_crossover
1070,1000000,0.18,200,5.0,0.5,Uniform,Singe_point_crossover
1071,1000000,0.18,200,5.0,0.6,Uniform,Singe_point_crossover
1072,1000000,0.18,200,5.0,0.7,Uniform,Singe_point_crossover
1073,1000000,0.2,100,0.01,0.5,Uniform,Singe_point_crossover
1074,1000000,0.2,100,0.01,0.6,Uniform,Singe_point_crossover
1075,1000000,0.2,100,0.01,0.7,Uniform,Singe_point_crossover
1076,1000000,0.2,100,0.25,0.5,Uniform,Singe_point_crossover
1077,1000000,0.2,100,0.25,0.6,Uniform,Singe_point_crossover
1078,1000000,0.2,100,0.25,0.7,Uniform,Singe_point_crossover
1079,1000000,0.2,100,0.55,0.5,Uniform,Singe_point_crossover
1080,1000000,0.2,100,0.55,0.6,Uniform,Singe_point_crossover
1081,1000000,0.2,100,0.55,0.7,Uniform,Singe_point_crossover
1082,1000000,0.2,100,0.9,0.5,Uniform,Singe_point_crossover
1083,1000000,0.2,100,0.9,0.6,Uniform,Singe_point_crossover
1084,1000000,0.2,100,0.9,0.7,Uniform,Singe_point_crossover
1085,1000000,0.2,100,2.0,0.5,Uniform,Singe_point_crossover
1086,1000000,0.2,100,2.0,0.6,Uniform,Singe_point_crossover
1087,1000000,0.2,100,2.0,0.7,Uniform,Singe_point_crossover
1088,1000000,0.2,100,5.0,0.5,Uniform,Singe_point_crossover
1089,1000000,0.2,100,5.0,0.6,Uniform,Singe_point_crossover
1090,1000000,0.2,100,5.0,0.7,Uniform,Singe_point_crossover
1091,1000000,0.2,200,0.01,0.5,Uniform,Singe_point_crossover
1092,1000000,0.2,200,0.01,0.6,Uniform,Singe_point_crossover
1093,1000000,0.2,200,0.01,0.7,Uniform,Singe_point_crossover
1094,1000000,0.2,200,0.25,0.5,Uniform,Singe_point_crossover
1095,1000000,0.2,200,0.25,0.6,Uniform,Singe_point_crossover
1096,1000000,0.2,200,0.25,0.7,Uniform,Singe_point_crossover
1097,1000000,0.2,200,0.55,0.5,Uniform,Singe_point_crossover
1098,1000000,0.2,200,0.55,0.6,Uniform,Singe_point_crossover
1099,1000000,0.2,200,0.55,0.7,Uniform,Singe_point_crossover
1100,1000000,0.2,200,0.9,0.5,Uniform,Singe_point_crossover
1101,1000000,0.2,200,0.9,0.6,Uniform,Singe_point_crossover
1102,1000000,0.2,200,0.9,0.7,Uniform,Singe_point_crossover
1103,1000000,0.2,200,2.0,0.5,Uniform,Singe_point_crossover
1104,1000000,0.2,200,2.0,0.6,Uniform,Singe_point_crossover
1105,1000000,0.2,200,2.0,0.7,Uniform,Singe_point_crossover
1106,1000000,0.2,200,5.0,0.5,Uniform,Singe_point_crossover
1107,1000000,0.2,200,5.0,0.6,Uniform,Singe_point_crossover
1108,1000000,0.2,200,5.0,0.7,Uniform,Singe_point_crossover
1109,1000000,0.5,100,0.01,0.5,Uniform,Singe_point_crossover
1110,1000000,0.5,100,0.01,0.6,Uniform,Singe_point_crossover
1111,1000000,0.5,100,0.01,0.7,Uniform,Singe_point_crossover
1112,1000000,0.5,100,0.25,0.5,Uniform,Singe_point_crossover
1113,1000000,0.5,100,0.25,0.6,Uniform,Singe_point_crossover
1114,1000000,0.5,100,0.25,0.7,Uniform,Singe_point_crossover
1115,1000000,0.5,100,0.55,0.5,Uniform,Singe_point_crossover
1116,1000000,0.5,100,0.55,0.6,Uniform,Singe_point_crossover
1117,1000000,0.5,100,0.55,0.7,Uniform,Singe_point_crossover
1118,1000000,0.5,100,0.9,0.5,Uniform,Singe_point_crossover
1119,1000000,0.5,100,0.9,0.6,Uniform,Singe_point_crossover
1120,1000000,0.5,100,0.9,0.7,Uniform,Singe_point_crossover
1121,1000000,0.5,100,2.0,0.5,Uniform,Singe_point_crossover
1122,1000000,0.5,100,2.0,0.6,Uniform,Singe_point_crossover
1123,1000000,0.5,100,2.0,0.7,Uniform,Singe_point_crossover
1124,1000000,0.5,100,5.0,0.5,Uniform,Singe_point_crossover
1125,1000000,0.5,100,5.0,0.6,Uniform,Singe_point_crossover
1126,1000000,0.5,100,5.0,0.7,Uniform,Singe_point_crossover
1127,1000000,0.5,200,0.01,0.5,Uniform,Singe_point_crossover
1128,1000000,0.5,200,0.01,0.6,Uniform,Singe_point_crossover
1129,1000000,0.5,200,0.01,0.7,Uniform,Singe_point_crossover
1130,1000000,0.5,200,0.25,0.5,Uniform,Singe_point_crossover
1131,1000000,0.5,200,0.25,0.6,Uniform,Singe_point_crossover
1132,1000000,0.5,200,0.25,0.7,Uniform,Singe_point_crossover
1133,1000000,0.5,200,0.55,0.5,Uniform,Singe_point_crossover
1134,1000000,0.5,200,0.55,0.6,Uniform,Singe_point_crossover
1135,1000000,0.5,200,0.55,0.7,Uniform,Singe_point_crossover
1136,1000000,0.5,200,0.9,0.5,Uniform,Singe_point_crossover
1137,1000000,0.5,200,0.9,0.6,Uniform,Singe_point_crossover
1138,1000000,0.5,200,0.9,0.7,Uniform,Singe_point_crossover
1139,1000000,0.5,200,2.0,0.5,Uniform,Singe_point_crossover
1140,1000000,0.5,200,2.0,0.6,Uniform,Singe_point_crossover
1141,1000000,0.5,200,2.0,0.7,Uniform,Singe_point_crossover
1142,1000000,0.5,200,5.0,0.5,Uniform,Singe_point_crossover
1143,1000000,0.5,200,5.0,0.6,Uniform,Singe_point_crossover
1144,1000000,0.5,200,5.0,0.7,Uniform,Singe_point_crossover
1145,1000000,1.0,100,0.01,0.5,Uniform,Singe_point_crossover
1146,1000000,1.0,100,0.01,0.6,Uniform,Singe_point_crossover
1147,1000000,1.0,100,0.01,0.7,Uniform,Singe_point_crossover
1148,1000000,1.0,100,0.25,0.5,Uniform,Singe_point_crossover
1149,1000000,1.0,100,0.25,0.6,Uniform,Singe_point_crossover
1150,1000000,1.0,100,0.25,0.7,Uniform,Singe_point_crossover
1151,1000000,1.0,100,0.55,0.5,Uniform,Singe_point_crossover
1152,1000000,1.0,100,0.55,0.6,Uniform,Singe_point_crossover
1153,1000000,1.0,100,0.55,0.7,Uniform,Singe_point_crossover
1154,1000000,1.0,100,0.9,0.5,Uniform,Singe_point_crossover
1155,1000000,1.0,100,0.9,0.6,Uniform,Singe_point_crossover
1156,1000000,1.0,100,0.9,0.7,Uniform,Singe_point_crossover
1157,1000000,1.0,100,2.0,0.5,Uniform,Singe_point_crossover
1158,1000000,1.0,100,2.0,0.6,Uniform,Singe_point_crossover
1159,1000000,1.0,100,2.0,0.7,Uniform,Singe_point_crossover
1160,1000000,1.0,100,5.0,0.5,Uniform,Singe_point_crossover
1161,1000000,1.0,100,5.0,0.6,Uniform,Singe_point_crossover
1162,1000000,1.0,100,5.0,0.7,Uniform,Singe_point_crossover
1163,1000000,1.0,200,0.01,0.5,Uniform,Singe_point_crossover
1164,1000000,1.0,200,0.01,0.6,Uniform,Singe_point_crossover
1165,1000000,1.0,200,0.01,0.7,Uniform,Singe_point_crossover
1166,1000000,1.0,200,0.25,0.5,Uniform,Singe_point_crossover
1167,1000000,1.0,200,0.25,0.6,Uniform,Singe_point_crossover
1168,1000000,1.0,200,0.25,0.7,Uniform,Singe_point_crossover
1169,1000000,1.0,200,0.55,0.5,Uniform,Singe_point_crossover
1170,1000000,1.0,200,0.55,0.6,Uniform,Singe_point_crossover
1171,1000000,1.0,200,0.55,0.7,Uniform,Singe_point_crossover
1172,1000000,1.0,200,0.9,0.5,Uniform,Singe_point_crossover
1173,1000000,1.0,200,0.9,0.6,Uniform,Singe_point_crossover
1174,1000000,1.0,200,0.9,0.7,Uniform,Singe_point_crossover
1175,1000000,1.0,200,2.0,0.5,Uniform,Singe_point_crossover
1176,1000000,1.0,200,2.0,0.6,Uniform,Singe_point_crossover
1177,1000000,1.0,200,2.0,0.7,Uniform,Singe_point_crossover
1178,1000000,1.0,200,5.0,0.5,Uniform,Singe_point_crossover
1179,1000000,1.0,200,5.0,0.6,Uniform,Singe_point_crossover
