,,combination163,combination163,combination163,combination199,combination199,combination199,combination198,combination198,combination198,combination23,combination23,combination23,combination22,combination22,combination22,combination59,combination59,combination59,combination95,combination95,combination95,combination146,combination146,combination146,combination164,combination164,combination164,combination162,combination162,combination162,combination145,combination145,combination145,combination182,combination182,combination182,combination144,combination144,combination144,combination180,combination180,combination180,combination181,combination181,combination181,combination5,combination5,combination5,combination41,combination41,combination41,combination21,combination21,combination21,combination110,combination110,combination110,combination128,combination128,combination128
iterations,,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000
F10,Times8,10.09142189011699,9.580580648070482,10.62607509454016,10.08606991420879,10.12660546723685,9.244617142973098,11.04152226351466,10.02955244802577,10.04464814152207,8.697822119627155,9.279787715500667,9.18495904723224,10.77181311217977,8.89588046724932,9.009495913750964,9.902742649863029,8.491031407844986,9.453734270263887,9.571126977097519,9.806940735658761,8.322395645022919,11.49810257387562,11.2089150383624,10.86915109790364,10.06561154812888,9.830352108923899,11.47787853395049,10.29579973365567,10.26496098684052,10.78634056984685,11.5494974868674,8.88530011517382,12.99459959908247,11.84114319847016,11.09500533032447,12.00183738972021,12.85717564870477,12.03416853351828,11.57286227048861,10.80705116018649,12.09588232576875,11.90179446182054,11.68764285026555,11.87144286866877,11.95894653764275,10.47498509078986,10.07417542954761,9.802131203964812,12.25474554756405,10.997314772142,10.36230987671532,10.57512695505824,11.0833381390463,10.68584946770221,11.74194714504171,11.24385043206681,10.62377187918856,9.596588010233942,9.888676771986114,8.136487260490215
F10,Times9,10.26092824155842,9.307860942090063,11.08095488273985,9.347425223291063,10.01055557080378,9.332749333563232,12.12872549654427,8.936647757121264,10.29544817464801,9.297640248340842,9.897178118312967,10.27010826947862,10.64257376356704,9.498791273657869,10.35549525655472,8.911234299734135,8.309147413979277,9.993248502564239,8.865157634902125,9.313757418549182,9.45816692256991,10.52998895326376,11.829202850535,10.17441012511544,10.17136088790987,9.866319460219994,8.908762999995417,9.671349441831623,10.57702303043987,10.02718875272332,11.6211503184193,13.00786923067091,11.36002185826336,10.34701835386738,11.65384801511902,11.15662584597476,13.09143213571948,11.20396039252105,12.61284072960411,11.55720675327286,11.43771630030759,11.50533565654974,12.5537645638665,11.19318323218198,11.07893835043201,11.90252044740136,10.6607110879608,11.43181927094098,12.35152907665813,9.546018831346199,11.16931363329769,10.60743833550215,10.17065881693235,10.6705816771666,11.68486977813102,11.56018258537159,10.6116398448731,11.06952608709155,11.16852047345632,10.05979443276897
F11,Times1,34.88993397279737,28.76460421568757,39.60145303373702,25.77359540047052,32.09466461612142,30.27406173603773,57.45303806052264,34.1815594097466,32.05032642208313,25.51928905698382,37.20467410521215,25.91744739193693,33.22781369729322,29.24560472033328,31.33459363833054,34.02064467959192,23.85662328780534,32.08808446329401,14.45919622159903,26.10121186735359,21.18525069548346,43.12579715646926,54.8005138368814,56.42565498331915,33.74416245241958,25.41493239480535,28.01047369199793,34.549527500352,27.92097924019259,40.98499999035912,87.65018444803334,43.6992432358097,66.33069320645257,38.09317277529014,54.0092970466049,68.53147635943935,66.36074946355627,63.09471759940064,86.24724380561273,62.59459480197231,66.75608516531406,39.49055126128699,44.44131945150689,50.87426181896779,68.1275573894726,47.12566180454384,69.6817916495803,42.55950391437953,33.08628169764284,47.79378626053693,44.81263907342628,42.84780146768382,34.2078011402405,39.79760298659928,46.32532389993002,55.87880639161334,43.43418066424411,19.41705028498781,27.07261570314606,27.5797527618487
F11,Times10,31.36877756532834,29.78016197182128,27.61567924012899,27.29390429166489,32.77844092977601,30.90530650565757,38.00823628873074,34.56356356560143,46.23479986940479,31.83672218299147,22.47224928052745,26.28714494772784,27.29402833334093,26.46951164324788,37.58350089762351,24.29576062547467,25.09627390573322,28.91388172508303,33.73329111748239,28.4818843378935,27.28578968139056,49.06153423142183,37.1732613311016,38.14569157631689,23.97089552139037,29.31517219458196,43.37841543340735,53.50115995122977,38.25998711143228,41.07274782048663,45.35860917794805,55.82608738443617,56.96219747977825,46.21412997783224,55.9548074823347,41.74705224274209,69.3130799855924,66.60921234348768,53.21206401096053,72.87741563588574,62.84620789052341,82.51258173532497,66.15637069085027,52.6776905334092,44.20674589415257,78.02682216532861,33.81101862779867,39.75978007656034,62.28748513592085,50.7181162522898,38.85188714910043,36.54341732165556,31.84177335298406,30.16026390810574,44.76907810106494,47.36588628031576,45.19618063943352,22.47000017108898,25.33899044791695,30.63198552079052
F11,Times2,38.23050193551421,45.04933798565872,30.16152428710881,34.28474760287077,38.70129486071853,30.64580291227676,63.18735344593698,46.97776079481004,36.09373924110923,24.11414426541814,27.15733736016719,34.1159890139679,31.07255676258551,25.91992956333524,40.75515786148119,32.58472673285301,24.80742198304745,20.70542389397282,25.27261449893548,35.33665246204964,28.01713267728308,52.71778588521294,54.82370642778803,52.13681912354805,29.83626930819227,27.08998308936099,27.29690723563789,55.81907041684081,40.36384139983766,32.29917352220519,76.62565223383065,51.33979431647803,71.05035591674782,46.42383108870297,61.02525722160392,52.02301539691801,59.42029167412145,43.85554612713978,65.74872425980894,57.88226424486258,83.91296724460585,42.15994173667755,89.90984371708134,62.68820433936617,50.12000646840789,58.9436751053956,36.06900386092948,38.34506535109899,70.65296130974464,53.33873801976614,46.55482378401575,41.59981194046323,50.33865590871629,39.93450398926073,53.60226688260043,54.94759634336423,71.86594291564882,29.19778621982205,25.69521136770465,21.41407882146267
F11,Times3,31.43662601644017,29.86066667329803,29.42851055258866,43.07136151021405,32.23994307724829,40.50592767602161,39.02097916385642,49.39277709841345,36.87359725929022,39.37875451481965,19.46364749269249,28.48354591014661,33.32061679450375,35.48005011109209,26.61985946367593,36.40355863111999,26.91545466706891,41.88833105932625,28.10572761016671,21.57020012016112,19.39371693753871,65.43380678395445,30.82712788878127,82.6440920636274,31.40140599518491,24.24691377554923,21.51511567439008,47.92371604457787,47.2113518379622,24.15309013315689,48.32858699025257,57.44756077216718,59.74557009111548,45.54170776015229,45.26113610891671,39.87964701727222,41.79235793956717,42.13909197385179,86.15541592300701,51.18729717563754,52.71754945336418,58.31300046793684,58.70337214390211,60.68064039383655,45.13327835691156,40.53433003014171,43.40765157400939,52.62260254365909,67.32333694204175,40.68516037813058,50.3111021941177,47.67411422111061,32.51796518119978,37.72935821529337,50.21675786600446,58.01170538919789,68.43673218318335,33.10827935898254,32.99140989670126,40.66272087216343
F11,Times4,38.62366558807832,34.95662438745643,27.79591058221196,21.0291073109006,27.30214057679516,28.94460132536903,31.44374767910615,48.28567815826479,44.73638101330275,36.03834244248352,26.73959068976017,24.74116021273801,27.49506986624082,25.86373843664116,33.40775039215169,23.06501494512833,29.82181936964951,26.12706364819099,28.43806282660863,35.09548536807294,30.06342874506185,54.44303543553271,52.68876190481993,45.77985207072646,34.83497127506258,28.95880066704173,31.617540129835,38.43494050807836,49.60558891378084,32.2577099647298,54.0702202990331,63.22100616401811,51.64938353530732,43.85000218071056,69.71707429945363,54.06129210394294,68.07806407711313,53.57420948210223,59.81953012607207,58.7384206274291,70.85617600039275,50.35047860687011,71.03809965311217,54.67783579214719,60.34316701688225,48.39175215935207,41.19998366551663,54.7682605382858,65.67231309480886,55.27663682335786,38.03478760046293,38.02693415829604,33.54353339794217,35.84347212619065,47.30711392836367,38.35664871598672,30.78872081623108,21.17887977477266,32.27190098126124,38.59674310075108
F11,Times5,34.4712281582767,40.18365502190952,36.17840198150523,25.61977109312611,31.05978753877947,22.39185625623534,45.6041906362113,37.32907955069157,33.65999844015744,33.60538953420378,36.45876227089167,22.10432080912853,33.83966293129644,27.84789712451527,28.55007090258621,25.38993615116863,21.78568040229753,26.1626062863908,35.34678250822697,29.87464375517136,17.87690550657624,36.1112266027904,56.50102721570297,53.13269271106316,34.46130939604938,29.0357913129486,35.3372855860863,40.79433069452357,43.67339703501188,35.87488547769392,56.56679163990584,68.20706723532952,55.67498759176733,42.94391280580886,39.97033707819146,37.90252124299562,65.06186641116962,59.78606174911477,53.34574406536458,49.79567518742651,39.51332888218684,63.57721496866748,66.75829432306479,58.39386475334305,55.46165987824185,42.403477107966,47.32312501153713,59.22653967486998,51.72997962516707,41.67167690113801,42.88764610281836,37.48571676834932,32.27839031633884,39.66798263803408,45.4064516048619,63.84184941003235,59.36165338320372,34.38684800767037,25.84767837562432,31.81792764664769
F11,Times6,32.41607177474366,29.094455192986,27.820370734032,38.8924492682745,31.31894062840217,31.89264615072432,33.41369340089435,41.74306667385278,36.20832507483366,33.98077285424501,46.22188212380689,23.17663026742483,32.107951938455,26.12248290802893,30.33599008905482,26.23077545230834,23.53879681682221,23.85331660084373,34.03404306810111,26.85912014737228,30.45363544799212,70.39328770544395,44.0455579846216,41.57193032742214,20.38534339975428,42.67207617093462,32.17868030824745,41.36067265199496,36.59848950399756,38.29423107450491,77.33524230073728,51.83713479230468,41.38237069521167,48.83537754505336,36.64423301947124,62.93422723351321,48.20561604953876,61.81270620797334,85.30397823232565,76.30068473728258,76.10219044392127,97.90429774087603,51.98082988292693,65.00440457301156,51.25150581634028,34.04248325232591,64.00936868148952,54.06746926328255,54.51433557918167,44.23359053754381,61.67985894841412,32.85631394232851,40.03402912605016,31.66514407957311,48.1465406444616,56.69865257907833,46.87779462790028,33.49737238817028,26.3088358118337,29.21818072646225
F11,Times7,38.54944017081178,35.3804113821322,30.37291018835401,36.00856518151099,34.42952224454277,45.01788349972448,32.74579396971303,25.29176134847706,41.06972476679069,31.75639890399876,27.97609725362588,31.3563271279474,43.60697283060501,48.04731808664397,26.38575817128178,22.52342142621923,33.27386440267301,28.88561919055123,30.57881172202331,32.75115765338842,28.4970515060062,39.40446248324768,64.40900311929644,46.84447888522092,20.79340681488991,16.6882922555368,32.77872468563282,38.30909576886688,42.14362821071858,40.10237281167152,39.52972864500141,56.86748814053185,74.40255356401187,56.07547587636114,42.8214534868497,64.70279633384467,51.83912809972684,64.8767100802581,81.1560242248775,54.20416401320776,81.6380091448156,70.9011506235773,54.2906767614313,57.66859840542916,49.64007837978759,51.50417172022819,40.70733096608846,60.3173600493492,58.4668898449339,44.46780626816894,59.71733825973415,33.46768027547234,36.29893384922438,39.76818551000154,38.58199577585619,56.87303250536554,53.18818590698459,30.95260551056008,26.15548686532877,23.33646885168826
F11,Times8,26.28671474953114,28.02200350297781,35.18772688539795,32.2449923677426,36.58072262972676,32.59391664611657,39.99720445706589,38.65510745340544,37.77689628757281,29.95033157527314,27.08126670742249,18.3587058176513,37.26102739538512,29.63833676036042,28.74501083563019,22.21853214718886,24.54392537757685,29.99566592127297,20.50498668612133,38.5325713586811,22.61973438727151,39.18549843356358,48.83160806361904,46.21336675289398,19.33826778671721,32.94389041706978,17.98479713239382,39.77044790969057,44.50627594293768,38.77159023705639,86.89256245070106,50.32688541591699,59.97734788187316,59.69858397154925,36.16274009312724,69.72055372286323,49.0152561813277,48.68042736146339,49.6393172948022,79.26351849780815,68.35161074134898,69.4421869305607,59.45440102117276,60.38408358019084,36.16703956649171,61.40420691376817,37.70357588797783,58.25677278907119,63.8167316793629,47.20885348046064,57.47003323993668,34.05614693903561,36.36864016376266,31.5518632789286,68.71815761428644,53.46902134991722,41.96034712971708,21.31301448356168,27.32743065001942,39.90918425613017
F11,Times9,48.12536804443779,28.7811091731206,34.63375547695949,34.26776243239907,30.64668515076675,31.04472275032569,32.90740387488935,36.53445420245083,38.54502505184303,24.89693582729755,43.35660798997971,28.4593298662461,37.0004471594083,27.78598725409803,32.78997666982782,28.66717653686639,37.11239278176853,30.50343783782516,27.67577960607453,24.38013589295607,31.8295238109221,40.03092731236395,52.69829039942309,40.38161934203217,33.10657033227235,34.82492521194916,41.789505016287,48.42255917288142,48.93792803174779,33.67595368753309,63.6109654478519,77.29089037375682,50.8077136580602,57.14803778954093,45.81843727471573,47.99375286630494,58.35102830324594,69.12461108779229,80.88399676490005,60.3402884180951,68.34515284894626,48.15530156084719,31.19756738114366,49.08483234829254,60.97222707425714,49.54759559620118,46.00441647047579,43.21058480194635,44.48140018730134,32.44768373792396,60.18469691223081,56.78533486706728,36.23649573852499,36.44858846770441,57.72478356419121,45.69692889313612,37.70651697602388,28.60470802326445,32.0452240356767,25.32408356762885
F12,Times1,33.98745600525449,57.7554847565511,22.4271221857555,675.6891638029225,36.1510875175815,32.97748082044903,40.09095924365711,27.01405142567503,56.23871996389025,870.4757612030054,17.08288284640551,18.29500396173503,38.18115035656788,43.16804090146552,122.6786527212902,28.24756686779438,27.31048700056945,18.02755820975151,22.91014050279799,16.58889134905157,26.59313387084006,40.27595543135133,28.67496361273427,25.08147961766236,24.19262902468429,731.6064479872105,21.52295275307837,52.0615457034143,40.66899690431283,89.54699308070593,29.79434893872125,13222.66812631762,47933.74042790775,160.9026111496344,40.01428571855568,39.58198084892059,81374.01846294983,356115.4409717796,29218.31563754698,25056.11897873444,446.5880005816205,55526.33265621416,12801.60678215564,9288.519261782394,292.7781605579427,48.68711266909348,2508.871661705315,5491.534272376323,48.17497618935631,7828.094243544561,75.82816437002101,16.10300966420148,28.9688491335036,14.98529726835512,179.1086772030427,92.06827628158669,38.31086315140485,57.73074473034328,22.49301536735413,18.00970090188437
F12,Times10,29.3542419874023,327.0005789283869,29.44915637018157,15.19036741452149,32.54364548446949,44.09140970335778,317.5915946644133,28.10530635151998,1035.859201467288,45.97539549295914,20.97586942323153,16.02166557364225,29.65425329619689,21.64505712603552,28.78376187547261,22.07285104703125,17.16480197234232,26.53599790181923,45.08566957355117,18.84236081576575,17.07183317468463,38.86584301030063,1376.444093924138,326.9567935123585,22.18470046565404,23.16191095660605,26.53132379700536,2378.508646686737,25.95733590246659,40.17510427512865,16891.92772094257,3049.843515873725,1203.59698272407,39.6859447801067,3885.1563508827,5057.487405638,68785.78854694434,60843.4044801264,228.9018831592306,8023.77060128942,513.895598708363,1029.95851845652,8116.767318043622,18080.85217381979,11375.37981713019,26.97609309810282,2016.439332415522,19278.19057091362,38.17112800156311,171.9985548957041,1054.426351387129,17.5148059297943,56.16078328360833,301.3406776863043,5834.547974961206,34.83861868782167,301.681387670658,26.40357099641608,16.69952656237763,22.46683523568696
F12,Times2,61.19854967697481,32.29444467237483,24.39289363800325,1944.369865557861,42.81262002337676,7387.232174770667,3369.705143300249,187.2953002157395,55.9630921659145,181.7980171094402,29.10743704733572,12.18675700950168,28.14539776703702,39.60740157206006,750.220204794574,22.45440335452387,15.59459651689042,13.88341283106284,16.10675635947727,12.53207488797874,61.56950184147885,2808.97405627878,1527.371191210409,49948.54596880843,43.44812192042101,31.06483130347445,16.84124777577832,1104.429650734423,23.23728932173571,37.42581264054047,38.56659090404003,43.91954846655903,340.3191725554719,23781.64288686503,28.79001983086765,36150.93832653341,43730.0260454175,1688.362476362708,6215.512429646815,36455.67191565743,1536.90006783585,625.1924506268315,136245.147206133,1919.359778167932,5024.278898698701,15562.82242355316,91.67133517817211,28.01569831005719,1331.620957674745,33.89439895665932,910.2218599944736,273.3266281598295,61.93764780529802,54.09228922799142,90.2170177564135,6272.448778112642,511.3911522502733,32.88719053462368,23.01418382033865,30.49806732133099
F12,Times3,23.73305380303334,14.55127263621813,54.19908018508928,59.13978341518706,21.63977572856695,1087.548616265044,39.73203526943767,142.5567648665099,32.6574110016661,37.66375204031701,26.25419740061843,167.0146898037327,236.6176825232525,21.9790004734246,45.20226266271262,222.2313720254161,85.72513993756684,65.0214733981527,42.83898707720963,18.50958036931099,7.781542849422263,18798.3285967713,6974.545933290724,104822.9296198087,18.52964488424109,16.5688324100235,17.48417778721625,95.85267146580529,981.8559376316075,38.8988769472347,45539.005169458,13714.55146520034,37.2702822134403,147.0935764845615,4897.114395874967,556.5115548160044,123355.5992385869,51230.19967811292,54.80586846021534,4747.263756207483,31309.66997501025,79874.441857591,12016.60850036509,723.1335715238024,49.11008754982149,25.02831858833002,4012.17464375189,17281.53428317158,400.4168303505104,273.9739754095125,25.99200844497512,30.78740092559458,28.667949951312,29.20701883411187,588.5291413328566,10683.82039252606,5170.291546989637,40.10559263945733,23.42204139143631,102.3520025241029
F12,Times4,28.47926447009115,41.64402408686684,19.57023999358787,30.75827862230729,16.80945413289947,1176.075337966591,34.032869645647,43.50556431909711,318.0599351375009,29.94174484024133,20.89175159032101,17.89877711437036,250.9676608175456,28.19887231156295,12.21388178912455,116.8025559766135,30.23084655104375,17.98892092199729,33.04331702009573,18.46546546409698,18.11678617744051,22.70864121517332,3529.162470968566,20.01003555924504,37.45367060551283,25.16727865735757,22.15382391485011,38.92674073351048,141.8950969418919,27.82819257651222,1462.014679008464,73.46401101155755,248178.9925612673,7652.226856420246,1033.296208992116,31.9437372194053,263802.6452945283,3494.33819155703,363.0805449880004,269562.9585120174,808.8781665440581,203.2656522499386,68.85558779799355,8056.027589904243,4545.541099122291,1338.448928997735,24.07396922323141,3519.146514960519,6671.884639677848,30.51742184377554,15.76122908049174,24.60736720106654,21.00664017652154,23.25461253383541,39.15150112699006,3580.771146805937,520.1835779138615,20.94441499012769,397.6076253806451,88.96610098151265
F12,Times5,42.29483070469826,36.45020062612574,39.01047100054478,34.83909441963961,43.64614524244268,52.06734934138639,244.0285780901031,2431.720678362196,3067.036450438356,46.62175295052716,14.93706790722552,52.81747450549285,31.04755367485372,22.16832469008746,16.27936692402011,25.82157618677031,17.34196208874353,13.9613450078358,86.25346364185913,13.3650265723798,15.95109645648965,1703.493443365361,40.53045114486171,717.8480231143565,51.43336542907417,24.57105309315182,20.03043231659927,100.8968191649882,29.28505404646034,30.01412634951697,17078.46878696849,6903.171285672192,347245.3156439743,3865.591231815372,77.77409159809477,19159.25190790553,2335.860676921428,36443.1682703764,22453.27049934013,32085.74279279815,344.841429610684,2815.730037622599,805.1865920894512,4886.298000947785,60943.72624077894,5589.809985754981,3426.204619686473,979.6202134019278,7454.115165302051,56180.02723440416,4023.854756207585,1213.803203614984,46.09961970715948,2265.1941409807,2454.644682017444,9706.666930529198,7736.042596136962,254.6843251213529,18.02061647831443,14.10922005970188
F12,Times6,1778.194547544125,123.4701558628142,56.26727625423443,33.54697083824194,25.88191647186759,12.34539500411567,30.5184384277088,55.45005840121851,20.53473067181877,33.24853133929178,17.09336010401945,17.52796524415058,38.25377144200149,134.8001672805653,55.47386225355791,23.18439382609264,21.78170648183871,34.51236795495917,25.50851273202602,26.16775492839897,13.31244394590662,1952.867605731205,569.795703658242,23.24261579761851,26.85625714241878,155.4875793229,28.22610381125174,71.67433424134704,36.05959043407873,2056.04610987906,50.90435027978016,48988.54736504899,5519.715965037629,13541.79812474378,50.39852616009566,29.60028625420689,439814.3613783204,27098.26137235258,123.9719649011877,111278.299014994,5628.644559197083,1409.317072758846,304.5357523066646,16376.38138654571,57.81841955299124,4669.517382979786,15.1777204465136,365.5281389219732,5755.622299846204,8832.187493591091,20285.56819028942,1236.623198649593,81.34289554660215,19.25983771390944,50.6388590542045,22954.34712573706,148378.2225643862,294.9267489894007,15.78927861059381,17.18035331081976
F12,Times7,54.6883658280589,21.84055383005974,23.96333507395831,31.42484782945924,39.51633611706717,276.0441472293593,32.05997807025972,28.13042625986473,165.4818089779786,26.74922593698971,31.94611926443185,24.52551742580265,16.28131930175824,22.11050829048902,19.4282915614285,19.16814538434245,26.7416899535653,38.75925300987052,30.07570308100888,12.78904667297815,17.39728770476572,28.35078002824434,604.4216406128083,5706.437630799016,31.56685282846291,41.3090976688763,10.82360610592737,36.11657786074432,20.6826563773273,19.36361114042418,93.27379836637786,51.77978548416066,339.983943868804,9910.458760197294,18530.40330464192,45.61378203516576,7604.665032569986,9593.794700100168,74767.8416581015,274240.955253984,3378.304145209454,8247.290510091094,38.20702875742213,640.9004117954952,73399.5123149481,63.39467456480218,6302.353709280404,313.4705386231638,33.85520337499257,32.07919384690376,16.94915747366252,38.161256099295,18.01667743112667,288.174750529327,1380.516178031847,3277.556897127937,33.76886098331678,19.82112685664945,26.41626842642921,51.82761426792514
F12,Times8,34.96156966451691,192.6556869503193,18.71133029935969,1329.25969216291,16.58773278028096,16.68391291289621,109.1395618195593,4618.366277030044,89.46707215730919,23.22462564096187,26.23851193311737,103.0596102527593,33.82887242213243,11.94089197597392,20.01463111392033,33.30182641332298,10.54119215086242,32.00750478275234,15.80334908435192,11.98874366141428,10.9581403314324,1318.943309540907,388.2407701722872,16302.0502226674,37.15449576867518,22.17845731144808,20.61181970765779,109.880071909595,264.7476322335839,1916.078766583319,8868.605434930405,29.67002518260459,9902.810120893584,17506.77105366434,60.25293753869256,27.84086465545607,22340.55960215572,440.645597025858,152660.2922433003,56858.19177013286,85327.93522766519,197714.4481014067,53.08971992793849,15182.89286047536,8104.826465958535,51.75572999090399,3348.06650340242,4669.225046508803,293.4555367594011,4392.293030672103,106.2118747222915,35.51519171147373,23.07495784087323,25.1878467797857,4864.213734198054,733.0849170738215,65621.01826954019,19.24147976732515,19.79987922390026,41.66182399884408
F12,Times9,50.34386776471125,25.52687037352344,12.28060878609416,39.84697668906291,21.21595920416818,86.6912635431638,18.41999274657481,60.2059572858949,30.33435549963088,28.09489108811751,22.02148223166749,68.0230748134939,30.21006798157723,40.05738834397406,38.40984385426801,141.2201044923057,20.40001568710706,20.55909012755808,108.7159942411449,11.77869589934865,16.64623063169485,18035.62786184288,2550.512063365478,883.5964564496858,1236.990178933021,26.24228063568926,28.79148250160656,35.22027971526708,59.13013703232166,238.4465454787393,2159.553138426738,5997.531137205996,4240.46080992125,35.9382864596766,537.3471205390224,43.04836778498667,12304.2494353323,823912.4504434433,3026.250161440879,457573.7121409759,33301.08993249757,1906.968938442803,42698.02095675198,397.4346928581653,29.1681500040166,60.52734572780091,2227.965343327234,7853.296311549774,19231.37027303004,13.91117225656916,28.60047805272746,279.4347785437666,25.6183203150957,149.0320153323993,37.81981491785766,248.1594125931802,11661.66915583525,25.63337735762489,18.83658998630111,26.51009893171599
F13,Times1,53831.83761099478,116007.9448432967,27614.5462837474,215237.1693500074,128839.2815079595,7293.012407361755,685403.6833797037,258357.8698513058,150062.9647951904,7466.456943428966,3734.90863601784,10090.85824764537,370810.9628081095,42864.15165750247,20798.02263028402,77621.09217056716,10944.98921144318,51851.10426722843,34253.53595308818,33298.07592748306,23598.91563028731,3501415.593948349,339235.3181189067,1302088.879492533,365493.7110207891,202023.8813981341,69785.77106191021,504006.7593807118,87356.73324793439,49026.57834639082,998544.1824407999,1198370.304607803,494989.1243545844,714479.3114525005,1060846.414104559,686869.4179290981,1179271.30175768,832102.5127676673,711930.0920483574,2281239.658957071,1146832.384344928,518277.4160609874,254797.5327167847,2222152.453066826,238337.7254676265,167777.8221759056,432995.752767123,496775.5555453735,760847.7612482887,1620721.889338648,1047312.332476483,45159.23914724894,109460.6291564889,123490.4589830756,360820.4581551701,1212126.612156676,150933.1593424004,75564.91404315048,233587.9422973342,21847.46834606892
